feature,mean_abs_shap
v014_rawvalue_norm,0.0397409299453252
v063_rawvalue_norm,0.018086118426395525
v085_rawvalue_norm,0.012143378335566385
v149_rawvalue_norm,0.008679544018743277
v011_rawvalue_norm,0.007073042659817747
v147_rawvalue_norm,0.005960385234356059
v009_rawvalue_norm,0.005123009420162934
v045_rawvalue_norm,0.004607354441577654
v049_rawvalue_norm,0.0018696099741885002
real_gdp_total_norm,0.0018617259338143187
arts_ratio_norm,0.001678650301053347
real_pc_income_norm,0.0014702539057285392
v070_rawvalue_norm,0.0012801752410284738
v168_rawvalue_norm,0.0004631865876489071
rpp_index_norm,0.00043118967151817647
v044_rawvalue_norm,0.0002899495632660806
v024_rawvalue_norm,0.00011109538819947809
v171_rawvalue_norm,5.290555557857477e-05
v167_rawvalue_norm,5.221458217803069e-05
v005_rawvalue_norm,3.235832742580361e-05
v023_rawvalue_norm,0.0
v069_rawvalue_norm,0.0
v088_rawvalue_norm,0.0
v131_rawvalue_norm,0.0
v061_rawvalue_norm,0.0
v132_rawvalue_norm,0.0
v004_rawvalue_norm,0.0
v062_rawvalue_norm,0.0
v060_rawvalue_norm,0.0
v138_rawvalue_norm,0.0
v143_rawvalue_norm,0.0
v042_rawvalue_norm,0.0
v137_rawvalue_norm,0.0
v140_rawvalue_norm,0.0
v136_rawvalue_norm,0.0
v067_rawvalue_norm,0.0
v153_rawvalue_norm,0.0
v154_rawvalue_norm,0.0
v144_rawvalue_norm,0.0
v145_rawvalue_norm,0.0
v141_rawvalue_norm,0.0
v036_rawvalue_norm,0.0
v151_rawvalue_norm,0.0
v172_rawvalue_norm,0.0
v184_rawvalue_norm,0.0
v183_rawvalue_norm,0.0
v177_rawvalue_norm,0.0
v169_rawvalue_norm,0.0
disposable_income_total_norm,0.0
real_pce_total_norm,0.0
pc_pce_norm,0.0
employment_total_norm,0.0
