State,v009_rawvalue_norm,v011_rawvalue_norm,v049_rawvalue_norm,v070_rawvalue_norm,v045_rawvalue_norm,v014_rawvalue_norm,v138_rawvalue_norm,v060_rawvalue_norm,v061_rawvalue_norm,v132_rawvalue_norm,v183_rawvalue_norm,v143_rawvalue_norm,v004_rawvalue_norm,v062_rawvalue_norm,v088_rawvalue_norm,v005_rawvalue_norm,v085_rawvalue_norm,v131_rawvalue_norm,v024_rawvalue_norm,v044_rawvalue_norm,v069_rawvalue_norm,v168_rawvalue_norm,v023_rawvalue_norm,v140_rawvalue_norm,v171_rawvalue_norm,v151_rawvalue_norm,v063_rawvalue_norm,v172_rawvalue_norm,v141_rawvalue_norm,v149_rawvalue_norm,v184_rawvalue_norm,v177_rawvalue_norm,v136_rawvalue_norm,v153_rawvalue_norm,v154_rawvalue_norm,v067_rawvalue_norm,v137_rawvalue_norm,v167_rawvalue_norm,v169_rawvalue_norm,v036_rawvalue_norm,v042_rawvalue_norm,v144_rawvalue_norm,v145_rawvalue_norm,v147_rawvalue_norm,real_gdp_total_norm,real_pce_total_norm,disposable_income_total_norm,real_pc_income_norm,pc_pce_norm,rpp_index_norm,employment_total_norm,arts_ratio_norm,predictor_index
AK,0.3665202380915469,0.5599651812753028,0.4251931372315768,0.5857721121365955,0.46964236842817153,0.43840971920995897,0.705012564579165,0.7655932369947587,0.9957543865206676,0.4997095338255376,0.36068313697829746,0.6089939507003483,0.42435197527646606,0.006634906367430582,0.29120118871135303,0.8030715434434144,0.34410311480402334,0.3535065638134589,0.7723467082974844,0.7979609722700106,0.27868238925264954,0.8897186856085741,0.28043182540494205,0.27209782014702705,0.683262451578434,0.16607284828116364,0.6720345938175859,0.07690892506321183,0.841266163798196,0.0,0.4650471469650719,0.5140051767361421,0.4236537815581375,0.7673173450753519,0.7381373265397084,0.3118911269699869,0.9330526483574115,0.6926448695781223,,0.5412251208242749,0.7267051138382506,0.5603629697838814,0.7273261847969785,0.8566622238481949,0.005976646535269193,,0.00380823554720445,,0.45028734477354015,,0.0011663079842312329,0.22208461583075378,0.4556779884180348
AL,0.3554486635862305,0.12985985628399566,0.8035165641524717,0.21476792995566651,0.5795769698743981,0.19616579900239617,0.7759412548985808,0.08338788588496449,0.8744834053097598,0.07801419601606238,0.4855944724416472,0.34591307823753203,0.8631352184700691,1.0,0.9549695967010098,0.24312165619651727,0.5211860383611023,0.781267881948667,0.23605934489013003,0.5073179497111049,0.17797877574837873,0.35388103607158955,0.8094918082775109,0.3106506555852307,0.7854904997105685,0.7491137186120976,0.15541107149289118,0.19774887937378263,0.6065278301652057,0.4899377383804089,0.49772119278044824,0.31918194857047166,0.8704578404674246,0.8681498808248456,0.7410181415831709,0.02009944391021612,0.39536191441705737,0.4676301173792332,0.18363395995653464,0.46520944280616183,0.3515982859349117,0.38460818004635766,0.36544632549540523,0.8074930589183368,0.06703210797932824,,0.07929734191212434,,0.06327613229916007,,0.1004193600999272,0.082982723739329,0.41890846100332213
AR,0.14967999926558428,0.1851127424200122,0.5666884585224329,0.06517581117894744,0.6025981183372342,0.0,0.8700450580144192,0.04120713473211257,0.9182483642533149,0.12461611076323657,,0.4235371380948838,0.8101748085312006,0.7980214960436035,0.9631486874875056,0.3643776360681368,0.5511461498668208,0.7720616586013047,0.2919988096248194,0.5839215021739087,0.0778351367387836,0.3969607336840157,0.5789851132442503,0.3031475126020849,0.6469924355471526,0.5443296099717096,0.09460086111953019,0.3451069846443327,0.5422972066138946,0.2285219560453714,,0.011013822890219127,0.8605629584835668,0.7538351166579079,0.8321549474261085,0.05299989060193944,0.6228345123581611,0.5309866944421355,0.23841041676397945,0.05659973188398393,0.16155960868911512,0.03566482703707752,0.15105006666993748,0.8170273574761859,0.03393670450386064,,0.044040781492121164,,0.046457420729011774,,0.05412016723485677,0.08579558682369924,0.3519225452964185
AZ,0.6037730722443201,0.4713096425926645,0.4720037361837903,0.5189595489240821,0.6347280528028525,0.4905320604286867,0.6381979557498946,0.38580205582631677,0.8939636240350104,0.6632960406376972,0.43244221058985655,0.6266755339386967,0.8260877372858341,0.9195661363465891,0.7547961113367205,0.727480539679142,0.38088100339963493,0.689481291288379,0.5536709164931307,0.7049965886742666,0.33299607826002386,0.4502497729521102,0.3758413829876367,0.08700385343134268,0.630963170732212,0.4244339973251263,0.4610510653576555,0.1659372862124112,0.7091704923445445,0.4242215018629012,0.4503734694992133,0.49586639489133455,0.6020428809312706,0.7790386046373602,0.5984999187858018,0.2576996917283696,0.3838392352471638,0.5205008556201469,0.3172482362848264,0.48839581128553056,0.4851207225897456,0.46065778245365485,0.5321783864036411,0.8884638088350457,0.12553602555573795,,0.14274908223279353,,0.24643330788088252,,0.1596224486142659,0.1637033725683763,0.47223926744885547
CA,0.7811185124072596,0.7951144861765297,0.46339504845319146,0.5867462440022448,0.6931838841917808,0.7584200366910069,0.7841311219443553,0.44316301856222995,0.8425234472152398,0.8646553208280816,0.48007320122299046,0.6727615630937606,0.6320240468458351,0.48005430431342133,0.4344831549564264,0.6264583979146882,0.7081593305677845,0.981506336200929,0.6159875735586899,0.6451168150279736,0.3947807197821876,0.0,0.11530596474679922,0.10734961707052983,0.627728811647182,0.2384377460400252,0.8318879498459897,0.21093230376815397,0.4668784243050135,0.6332342044673567,0.1686419361275433,0.5295334508049809,0.018204666386228197,0.44160288631121075,0.0,0.28456194355581366,0.22331274418785207,0.43535416998346765,0.42337215713617493,0.5117309515255524,0.6733535773778985,0.5357088967340753,0.7627304748063274,0.9506722569438772,1.0,,1.0,,0.4745810392637544,,1.0,0.7424432060978983,0.5211467432981799
CO,0.7040596300726729,0.9654881811327024,0.30618816030666673,0.8756972104535716,0.7293703017829413,0.6963738357255169,0.7292248238726851,0.8818634587135866,0.9050866252719286,0.7581478482406887,,0.9450820628373293,0.608613428412089,0.4484700835958215,0.5159237563789452,0.8408535303164084,0.6503412126401686,0.579007300827309,0.845949382507121,0.7500733211299075,0.6195359332644049,0.818252967679805,0.6040777753433741,0.19970601152294482,0.5602044063060008,0.40312975217085756,0.7727093421583604,0.3808270688680864,0.33504621104367194,0.656647797678219,,0.9605183378885304,0.6757335235911381,0.7590637844089981,0.5025460471524679,0.28945077457063484,0.3895647475746159,0.7746741106656166,0.44000180429681157,0.6898869097008358,0.5746587464514343,0.6761067965701278,0.6484316804757573,0.93008743819257,0.12610789010722023,,0.13856624782580798,,0.45213599646344893,,0.15206728378609533,0.3087379190618797,0.5516272482439726
CT,0.7282773231913625,0.6418462771541406,0.5080302667196781,0.5067512253939732,1.0,0.9426573497300013,0.5817208800928858,0.6870894997184406,0.875483723646083,0.8397433506054627,0.4850247933021655,0.6022593449010547,0.6103306416345315,0.40961865968227684,0.5077714894910343,1.0,0.7948822653423969,0.45733528542617985,0.7213843269758358,0.5773459754327805,0.496604062691385,0.6751816777085333,0.4242000083039077,0.20676852534767512,0.31360798027731074,0.348068152964926,0.7511376885828247,0.32026971856802894,0.2994762714737432,0.860119047363262,0.5936822715743583,0.6024893190627642,0.5796518454389641,0.7550737184060873,0.35900630508066256,0.21962813490429722,0.4230569993916844,0.5431352657041058,0.6270374458494886,0.6604169373369867,0.6541494713231744,0.6695795381424865,0.6962621588619334,0.0,0.07636720131298608,,0.08920288085724418,,0.45609452236466663,,0.07899320956468814,0.2664757419726694,0.5101599193090868
DC,0.7275634899282863,1.0,0.018077224148583704,1.0,0.0,0.5566948049658189,0.21704900303871,0.7294091635805277,0.0,1.0,0.268072730792963,0.8301576150915551,0.0,0.07325195022000153,0.0,0.37851175945920545,0.9874893430489252,0.0,0.26898132499689975,0.0,1.0,0.8270872932516109,0.07208519976802452,1.0,0.1172716090283682,0.15934400589542097,1.0,0.3048993787688889,0.062402483863464586,0.6500799996185895,0.594303106108329,0.422295186289564,0.43048836273052826,0.0,0.34564212938309813,1.0,0.007663490136327056,0.0,0.5588948764956169,1.0,0.7410000603582407,1.0,0.929765421665328,0.8827229602752864,0.03323287356173527,,0.008315571016786986,,1.0,,0.018695854532724966,1.0,0.44725547733322046
DE,0.5241658592189582,0.17964903597315462,0.6655756164902148,0.5220763292703607,0.6792907902921403,0.5921968792198323,0.430506555569943,0.32938754174160445,0.8451182820391625,0.49639828672536285,0.873106327757913,0.5658376962437681,0.7293397092857556,0.6924027767470237,1.0,0.4359212993013116,0.7461424469013342,0.5029681260275618,0.576619484933339,0.7957855940753603,0.30359470949656187,0.6813569924317925,0.3577381977581141,0.25667700812364547,0.8695776960291574,0.2785258061154713,0.5354611448691571,0.3060391100241176,1.0,0.769038400521364,0.7426042459864224,0.6022694648909311,0.7871860177629055,0.9385988756145366,0.7056584078194683,0.1675824030597849,0.43748944931402534,0.904454138309985,0.5488391672649333,0.735199149703673,0.7272379242354455,0.680907185957743,0.7125147993024836,0.8886518953078002,0.014967483707608586,,0.007576881615658497,,0.3252019451030824,,0.009128262452114901,0.0,0.5270645585915156
FL,0.606033168938626,0.5517288282885837,0.5311243439007888,0.4363485958267189,0.7063671734957411,0.5974217144260356,0.6618424738515436,0.48702402553054136,0.7518123623021143,0.7075442465452023,0.6553598489101089,0.465159063973569,0.7391132399968312,0.8847428924394054,0.7823418091999969,0.29380851063960145,0.30440360527691435,0.46525414321596625,0.5426573935434618,0.7284017090889212,0.29161756133220834,0.5046546976300856,0.6836136865913152,0.13625131630994408,0.7900352232437687,0.3315171973745068,0.3699909882560924,0.17811154756855332,0.5233346711961797,0.5857488030526703,0.5951878785558616,0.7075072835592447,0.4756634676098356,0.7894718498877433,0.23043349242784728,0.19220999833910268,0.179578495172374,0.6520555052403315,0.2990994354451885,0.6382123274225013,0.5812936457636961,0.5277382588626265,0.599331158002155,0.9178621892677586,0.4023434491360834,,0.5092466918172737,,0.3751758228509424,,0.5772934924000429,0.19822317956879426,0.4944058010326907
GA,0.5588984989891373,0.24084024138857218,0.7347276336111594,0.44138362510995754,0.5337771999357351,0.4341597950857109,0.8442450957619266,0.34937713660140457,0.7408085578159156,0.39210571998865806,0.41854318375972754,0.4640204217696984,0.8328539060526292,0.9286454509194564,0.9035462090791527,0.33102957650119946,0.3235655122457588,0.6445447439199612,0.37734127573164733,0.6361518666145534,0.31118935668731523,0.4365027316865128,0.5944638073279508,0.20073597923651865,0.9108956061449985,0.49622429480115937,0.41280601617819557,0.5073208443640911,0.7274423816826022,0.5180738337506955,0.14555466898966485,0.4861561253455035,0.7259665245268102,0.7301761215323476,0.5465641075404813,0.18876641356190116,0.19504142724883844,0.5889642129120805,0.29879693374332555,0.5355902514234272,0.5893231258292944,0.48418901091106825,0.6248128050337277,0.8633897346039971,0.2021238333350099,,0.20372016117595973,,0.1780131013141502,,0.2679381660653266,0.23513618159882477,0.468199512986135
HI,0.7227895649723091,0.9192531399258621,0.2963687229739883,0.6357475398968098,0.7994485600521504,0.6294320272454186,0.8857035381755676,0.4510746233491173,0.9389557300795198,0.8306876664076759,,0.0,0.5254334849447891,0.7329168407141257,0.4695704117778817,0.9123904570848302,0.9092739362720215,1.0,0.7920634598920244,0.7590023766275211,0.4441837677992262,0.832353266427346,0.6680627822957443,0.11923500392314028,0.755915508191182,0.33205665214150215,0.8253260622478497,0.1912603258248661,0.37407194459410065,0.369338691009643,,0.07600801835684029,0.0,0.6455650156440309,0.10708780151787434,0.305294034383919,0.2474874113686717,0.9756483996988607,,0.9635664375976425,0.980093936922649,0.8907722432910392,1.0,1.0,0.01696333777369458,,0.017366549767151723,,0.33685648836555077,,0.019227274716269598,0.1666165252901171,0.49942991427684413
IA,0.40022939264287405,0.17078902488403536,0.0898349641187196,0.3937062736404484,0.7281718293478816,0.6612128396914613,0.9392091009104346,0.5303058159816705,0.9720915312185422,0.5210901752441939,0.3290912653887136,0.7633870964231533,0.7500492977403495,0.8904065449260725,0.6994306549806804,0.5888146780903751,0.843088718982278,0.6487664834898876,0.7210006988327519,0.8811932069359282,0.4753788837188941,0.8645477085978703,0.6734561863874462,0.3912997189499966,0.9008521085841251,0.5309796050257742,0.34654736627804916,0.3036785566452991,0.6610736877373822,0.7634723749845301,0.8604298822743068,0.7220999829490761,0.9863370286918423,0.9163730322995413,0.9277925828150562,0.1072682392660117,0.8276711774463491,0.8312505172027299,0.46413404720800655,0.7839648093638902,0.7847986425800167,0.7508738585166526,0.83118474925444,0.9144156822215211,0.051991578000346546,,0.05213442101295023,,0.1110396656351726,,0.067117545736983,0.1055462928635557,0.5687984801668056
ID,0.6137236855764714,0.46482005706984875,0.6243355149234416,0.6006603110345866,0.8720900578760211,0.6592205590815114,0.8916941140586911,0.700274316861905,1.0,0.4462997540965385,0.8550614054279352,0.7969926028097349,0.8882154016170067,0.8015260310722732,0.7676579299942302,0.9084046228024683,0.5666524216628125,0.6304191331623386,0.8238788785882667,0.891638172133881,0.3484284033506426,0.7097418555744666,0.6267588447436026,0.13303858984108236,0.9300581868851829,0.794842760324669,0.40367265138711445,0.14943129128385874,0.15559285201102147,0.5362032298826764,0.9502429477186259,0.5781791334394902,0.8661013967823571,0.9417103152901938,0.8609551264628813,0.16558596312816187,0.7046093361308803,0.9889571777144261,0.38178620718719236,0.46859665778606907,0.6814214837417703,0.44239164630164207,0.6796166633214258,0.9178863237311967,0.019314424816261413,,0.02459857699912729,,0.08341036048707953,,0.03125700624147217,0.12508751830019904,0.5662553980623388
IL,0.6015273734321724,0.455541278705487,0.44229567329983377,0.5855127477777566,0.6208400813425765,0.6687650066738046,0.7301738364017161,0.4562648147385442,0.8812402535454079,0.7750455175047589,,0.6082049727189137,0.6581598976794883,0.6932965838128433,0.5399064064898978,0.2657996955312052,0.694258843087677,0.7978091843557346,0.6182597329882666,0.7551861203864023,0.5157244893856545,0.5674727522658811,0.2083216616722855,0.23877076544932588,0.6493172244486665,0.7099026289873285,0.5303557383633414,0.09270242798002386,0.07105916264684253,0.6234936406435216,,0.47623090897792475,0.6994886326058927,0.7747371662041521,0.5777165041416343,0.28077402973483456,0.22942348113983901,0.10385714925695266,0.5216676025855247,0.6373946824745096,0.763625649245917,0.6018743568931374,0.8124013991656683,0.9070044042211182,0.26378815639558323,,0.2739239324822736,,0.33486717839488805,,0.30914365728788346,0.2691803035676605,0.4805464808318678
IN,0.2946885285389875,0.16060936828489336,0.6516440667927171,0.26721466295809126,0.6920435157476237,0.4117623006587203,0.5980644344184338,0.36578037887338477,0.9270630768876894,0.4323308371494801,0.6838014404183417,0.49719236308770354,0.8372766958153409,0.8959054379468462,0.836128752148311,0.33668545271264305,0.6623991980605157,0.6834686347411559,0.5965247024964035,0.8702873400470114,0.22450063227252817,0.5642185722660829,0.553754143376988,0.3146100890663947,0.6260863634951117,0.6468891862550641,0.3106507901710484,0.12621406805886837,0.4242619836496949,0.7202912709274994,0.6769315883472404,0.2729786478832102,0.9292473096451962,0.8807375600786606,0.8556653639897672,0.09619197318805295,0.4980438072457264,0.6264106222970054,0.4070623251812356,0.4750649857835756,0.47052532047096607,0.45619959360477635,0.501367692533863,0.8501558422237033,0.11484515795713458,,0.12524068762246468,,0.15822047180806173,,0.14996244773910725,0.09913615795547305,0.4772118832972032
KS,0.44697676152686294,0.27151899485702957,0.5246509213138875,0.5080253836398653,0.7120751322547185,0.4568960592417797,0.8311751009025274,0.5004655912257836,0.9601552134530409,0.5282504520267174,0.7948402367515446,0.6365483274301866,0.6752799985842446,0.8282014842420781,0.7916558977384355,0.5472346969817808,0.539166728849035,0.5589625787815761,0.7203306520540469,0.880427823602081,0.47760075566464577,0.7321571255271403,0.7626937885335895,0.3563629902996564,1.0,0.6591887525455581,0.3350445114461867,0.23005399164491405,0.7329537198226539,0.7485842599307426,0.9609274803583769,0.43123856119205883,0.9248971384571844,0.7761514930705513,0.88010945087555,0.10663468818480937,0.8077802368151237,0.7862633235734713,0.4967019133653928,0.7288014032074477,0.6293779506985671,0.7040775768063035,0.6402062421930523,0.8804260032609122,0.044396692071012225,,0.04658588923450357,,0.14337097616846844,,0.062473556286622406,0.15537888392631288,0.555874697746481
KY,0.2353952329826675,0.16773143049497452,0.8400475612587375,0.35194132347366003,0.7771682174630857,0.17179551897800127,0.4237269138775953,0.17710996278888413,0.9290176988166192,0.27936974112249285,0.7736035509504042,0.38818903118823567,0.879100626253505,0.7320126500394848,0.7507288434185198,0.2363110582444442,0.764152283929526,0.316320541897543,0.2959788026758272,0.5613967892036056,0.2284051570112572,0.3945123480139196,0.30085420142021824,0.2460404076196307,0.7956868002448347,0.5886132613389015,0.136284501769645,0.21726002571973885,0.6000005163731724,0.4742978308136032,0.7796853421031402,0.35465743228704344,0.885038295096537,0.8183026796075467,0.8016677998558003,0.08740045059912205,0.543491020212395,0.8362331640155878,0.4697431237798526,0.31329224619448415,0.6245492896534235,0.26398431924168975,0.5593524613089473,0.8086735830100269,0.05949112769102815,,0.0700463909093061,,0.09954587469356589,,0.0907385543175155,0.08837174989451599,0.4330617186035558
LA,0.2494159505154343,0.035369940080248075,0.4616842964989669,0.1745492113497744,0.40915579091529064,0.0944008548406815,0.44149538568357494,0.07062999473230858,0.779200220154964,0.41629585319248547,,0.3498371055067284,0.7867201266955969,0.6670261269160724,0.8407768250550414,0.22514715993903878,0.6609273996985521,0.6442682597911389,0.0,0.3672490213840398,0.10793716376342867,0.23086771101955614,0.4447323737058937,0.21930632659071791,0.6850428636373255,0.9199020309358437,0.07083666939936768,0.12652663001367215,0.585326468297042,0.2314757249347157,,0.2914367144835665,0.69054335777694,0.789316786980009,0.489283051930817,0.05822388982527116,0.4441764786925949,0.49862237613173677,0.29422645730553254,0.3026643770913573,0.1300689158809416,0.2616356517384971,0.16890604679318966,0.807300280715407,0.06746827585757743,,0.07631084988416761,,0.13075191898083027,,0.09568610447007156,0.0932487114171129,0.32791455079542703
MA,0.7339044726451269,0.8301542729557716,0.3732295193228037,0.6608946383021553,0.7795023276910769,0.9909210160452572,0.6370646746460678,0.7035610308228686,0.8708931537935876,0.8729439444694439,0.607958228822273,0.7654536758131492,0.36859040044860847,0.0,0.23698519607201063,0.27516354289310563,1.0,0.3973402645633256,0.7350120934343867,0.45504394846069185,0.6335191676206129,0.6822396956695613,0.5429930127838938,0.21855842194970404,0.34656898334652175,0.15718056267995628,0.9131387512167961,0.28662510274657693,0.29271224444454114,0.8486360206357979,0.793969087956439,0.7218086189852818,0.58808801496646,0.646964719768818,0.34705672957491396,0.3647376923347986,0.16304597087321127,0.4815927594648891,0.7977859713932094,0.7583026760785284,0.6623649117158596,0.7600444798890689,0.7056457539477594,0.9584303065549763,0.18112906909238585,,0.1832057241777974,,0.5626130289756058,,0.18350727773954484,0.32752630486591316,0.5266991470441443
