GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
 "28000","Mississippi",5,SAACARTSCOMP,10,"...","Total ACPSA compensation ","Thousands of dollars",1095259,1101594,1073980,1079986,1062647,1079441,1103853,1105928,1083071,1128608,1142435,1144052,1158162,1214034,1243636,1183320,1232248,1223030,1242250,1251246,1312808,1413838,1507766
 "28000","Mississippi",5,SAACARTSCOMP,100,"..."," Core arts and cultural production ","Thousands of dollars",92087,96546,98935,99880,98916,112285,123978,124709,128838,117878,119309,124546,121925,126919,128895,126549,131188,134520,135564,138439,140125,159872,163557
 "28000","Mississippi",5,SAACARTSCOMP,111,"...","  Performing arts companies ","Thousands of dollars",4806,(D),4866,7781,5813,5141,(D),(D),5808,4190,4925,3980,3755,3588,3607,4032,4261,4390,5036,4915,3750,4470,5703
 "28000","Mississippi",5,SAACARTSCOMP,112,"...","  Promoters of performing arts and similar events ","Thousands of dollars",2755,4675,5066,4621,3761,4043,3468,3555,2978,3770,2616,3594,4879,5321,4745,4887,5312,4940,4794,3338,3825,6232,6921
 "28000","Mississippi",5,SAACARTSCOMP,113,"...","  Agents/managers for artists ","Thousands of dollars",1035,1472,414,539,477,928,988,977,1038,670,624,(D),(D),(D),681,(D),(D),(D),449,539,506,341,438
 "28000","Mississippi",5,SAACARTSCOMP,114,"...","  Independent artists, writers, and performers ","Thousands of dollars",4760,6024,5708,4367,4651,7102,10324,8213,8108,7656,9753,(D),(D),(D),15850,(D),(D),(D),8523,8049,6930,9896,9778
 "28000","Mississippi",5,SAACARTSCOMP,120,"...","  Museums ","Thousands of dollars",(D),4060,(D),3810,3778,(D),4269,4693,5479,4866,5977,7453,8865,9628,9791,11005,11711,12906,13529,18152,14238,13612,14945
 "28000","Mississippi",5,SAACARTSCOMP,131,"...","  Advertising ","Thousands of dollars",13593,14337,14883,(D),16891,18236,(D),(D),19829,(D),(D),20291,(D),(D),(D),(D),31558,32513,32993,32114,(D),(D),(D)
 "28000","Mississippi",5,SAACARTSCOMP,132,"...","  Architectural services ","Thousands of dollars",25985,25305,27459,27329,29201,35323,42338,43529,45100,39943,39945,34071,34649,34808,31262,31689,34973,35472,35541,35831,39305,46334,47436
 "28000","Mississippi",5,SAACARTSCOMP,133,"...","  Landscape architectural services ","Thousands of dollars",6315,5631,5330,4157,4550,5125,5271,2913,3063,2584,2055,2075,2541,2465,2588,2787,3175,3002,3221,3773,4185,4609,5179
 "28000","Mississippi",5,SAACARTSCOMP,134,"...","  Interior design services ","Thousands of dollars",741,825,1096,1205,1182,1816,1912,1513,1268,1214,979,1832,1460,1827,2113,2091,2995,2775,2381,2850,3185,4504,5213
 "28000","Mississippi",5,SAACARTSCOMP,135,"...","  Industrial design services ","Thousands of dollars",357,313,505,466,(D),458,556,359,(D),81,(D),313,555,1350,1578,(D),(D),(D),(D),941,726,780,577
 "28000","Mississippi",5,SAACARTSCOMP,136,"...","  Graphic design services ","Thousands of dollars",2051,2055,2211,2173,2239,2386,2453,3171,3785,3530,3149,3985,2809,3728,3761,3914,3435,3670,4208,4558,5293,5628,5803
 "28000","Mississippi",5,SAACARTSCOMP,137,"...","  Computer systems design ","Thousands of dollars",1318,1339,1441,1749,2165,2648,3062,3081,3007,2964,2736,2946,3097,3014,3029,3014,2137,2143,2112,2056,2174,3662,4327
 "28000","Mississippi",5,SAACARTSCOMP,138,"...","  Photography and photofinishing services ","Thousands of dollars",16290,16127,15973,13521,12020,11993,11004,11098,(D),(D),(D),(D),(D),(D),(D),(D),6439,6608,5564,(D),(D),(D),(D)
 "28000","Mississippi",5,SAACARTSCOMP,139,"...","  All other design services ","Thousands of dollars",333,204,176,104,(D),114,155,81,(D),58,(D),676,673,333,176,(D),(D),(D),(D),246,263,511,621
 "28000","Mississippi",5,SAACARTSCOMP,140,"...","  Fine arts education ","Thousands of dollars",(D),(D),(D),(D),(D),(D),2720,3781,4553,4031,3439,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D)
 "28000","Mississippi",5,SAACARTSCOMP,150,"...","  Education services ","Thousands of dollars",7460,8852,8705,10047,9753,11376,11944,12477,13392,13036,14237,15632,13609,13573,13056,12496,10856,10955,11128,12512,11078,11954,7007
 "28000","Mississippi",5,SAACARTSCOMP,200,"..."," Supporting arts and cultural production ","Thousands of dollars",944077,944417,915419,919080,901131,903677,913573,915226,890995,952452,965766,964687,982927,1031729,1056396,996919,1042216,1028224,1044876,1050552,1106714,1179791,1266326
 "28000","Mississippi",5,SAACARTSCOMP,211,"...","  Rental and leasing ","Thousands of dollars",7915,9413,7511,7519,7610,9138,(D),(D),(D),(D),(D),(D),(D),(D),6258,5986,6438,6280,(D),(D),(D),(D),(D)
 "28000","Mississippi",5,SAACARTSCOMP,212,"...","  Grantmaking and giving services ","Thousands of dollars",619,650,743,617,634,827,957,962,980,947,1041,1004,928,801,863,1040,1263,1340,1446,1514,1587,1043,1105
 "28000","Mississippi",5,SAACARTSCOMP,213,"...","  Unions ","Thousands of dollars",1707,1463,1457,1495,1399,1658,1545,1674,1887,1846,1991,2217,1438,1223,1197,1051,968,955,910,865,874,892,988
 "28000","Mississippi",5,SAACARTSCOMP,214,"...","  Government ","Thousands of dollars",583338,601167,583058,572317,533793,497952,478909,495405,510033,518763,537627,532316,533900,537093,546576,552951,580824,590664,611408,614920,627841,665232,754901
 "28000","Mississippi",5,SAACARTSCOMP,215,"...","  Other support services ","Thousands of dollars",133,86,105,132,133,117,126,113,119,115,110,125,118,171,220,134,326,378,371,254,320,357,390
 "28000","Mississippi",5,SAACARTSCOMP,221,"...","  Publishing ","Thousands of dollars",54864,52830,56632,56404,57097,58989,61995,57882,51628,47302,45632,45186,43195,50316,41142,37733,35844,32114,(D),(D),(D),40101,48806
 "28000","Mississippi",5,SAACARTSCOMP,222,"...","  Motion pictures ","Thousands of dollars",10126,10825,11495,12807,12862,12601,13891,12633,14484,13855,11701,12914,15380,26064,19907,20390,18034,18961,19359,12574,25882,27489,18349
 "28000","Mississippi",5,SAACARTSCOMP,223,"...","  Sound recording ","Thousands of dollars",3101,2836,2706,3380,2962,3164,2458,5027,2304,2569,2264,1896,1625,1690,1851,2065,2808,3584,3616,4192,7837,6820,9199
 "28000","Mississippi",5,SAACARTSCOMP,224,"...","  Broadcasting ","Thousands of dollars",84726,90321,92891,104236,119821,119847,122842,133380,139893,149757,162694,180791,192957,200826,194161,193305,216593,215608,208574,206313,218751,174014,155513
 "28000","Mississippi",5,SAACARTSCOMP,225,"...","  Other information services ","Thousands of dollars",1591,1544,1774,1951,1950,2219,1755,1808,2086,2414,3285,3204,4393,4189,4376,4214,4901,6169,5279,5698,8241,11386,13118
 "28000","Mississippi",5,SAACARTSCOMP,231,"...","  Jewelry and silverware manufacturing ","Thousands of dollars",726,(D),(D),538,550,461,630,805,514,416,334,343,372,374,573,689,570,603,571,484,596,738,835
 "28000","Mississippi",5,SAACARTSCOMP,232,"...","  Printed goods manufacturing ","Thousands of dollars",23057,19091,17233,(D),18640,19125,22384,19520,15748,12813,12290,11433,11293,11087,11430,10890,8064,7958,7728,6775,6944,6990,7249
 "28000","Mississippi",5,SAACARTSCOMP,233,"...","  Musical instruments manufacturing ","Thousands of dollars",2808,(D),538,472,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D)
 "28000","Mississippi",5,SAACARTSCOMP,234,"...","  Custom architectural woodwork and metalwork manufacturing ","Thousands of dollars",5632,7401,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),10047,(D),11552,(D),(D),(D),11839,13617,14804
 "28000","Mississippi",5,SAACARTSCOMP,236,"...","  Other goods manufacturing ","Thousands of dollars",11837,11165,8213,7040,5801,(D),(D),7561,5680,5707,4762,4109,4017,4249,4040,3676,4608,4427,5435,6099,6493,6468,6735
 "28000","Mississippi",5,SAACARTSCOMP,240,"...","  Construction ","Thousands of dollars",61988,44456,32458,31675,37551,61410,72974,53013,29293,76802,53480,42210,48270,71948,103003,33956,25167,5555,9701,14534,5361,19279,14641
 "28000","Mississippi",5,SAACARTSCOMP,250,"...","  Wholesale and transportation industries ","Thousands of dollars",37511,38360,39089,38596,41022,41292,42480,41307,39494,46021,51777,50539,50243,(D),(D),(D),(D),65189,67669,81463,88428,73962,77171
 "28000","Mississippi",5,SAACARTSCOMP,260,"...","  Retail industries ","Thousands of dollars",52399,51886,51680,53467,51250,60750,61332,61469,58315,58223,63541,62448,60737,59358,57735,58414,54523,54312,54044,52627,63465,123787,137407
 "28000","Mississippi",5,SAACARTSCOMP,300,"..."," All other industries 2/","Thousands of dollars",59095,60631,59626,61026,62600,63479,66302,65993,63238,58279,57360,54819,53310,55387,58345,59852,58844,60286,61810,62255,65969,74175,77882
 "29000","Missouri",4,SAACARTSCOMP,1,"...","Total compensation ","Thousands of dollars",111750283,114812759,118221769,123190293,128923888,135267447,141004440,146953945,141979100,142625030,144642553,150247586,154848800,159464924,167149851,170154371,176871670,184840548,192010118,194176354,206290319,220829813,233687373
 "29000","Missouri",4,SAACARTSCOMP,10,"...","Total ACPSA compensation ","Thousands of dollars",4230317,4475007,4388043,4412307,4415137,4559691,4959957,4987393,4638844,4439564,4404704,4529801,4511536,4591615,4813293,4909298,5113024,5450998,5686634,5647320,5935886,6231257,6635073
 "29000","Missouri",4,SAACARTSCOMP,100,"..."," Core arts and cultural production ","Thousands of dollars",822409,791143,798683,811400,835777,880700,956640,988652,913332,873124,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D)
 "29000","Missouri",4,SAACARTSCOMP,111,"...","  Performing arts companies ","Thousands of dollars",109478,87464,77162,89399,90340,86487,86343,89810,91863,88448,90053,88547,84589,85039,87964,103510,106333,107834,106277,96259,79393,96118,112291
 "29000","Missouri",4,SAACARTSCOMP,112,"...","  Promoters of performing arts and similar events ","Thousands of dollars",25210,38638,40502,38640,37428,41966,44736,51863,54929,52148,46790,55889,59780,62708,60583,64532,71436,80117,84430,61772,67532,112356,134879
 "29000","Missouri",4,SAACARTSCOMP,113,"...","  Agents/managers for artists ","Thousands of dollars",5307,6077,6832,7948,6499,7969,5376,5596,4951,6250,6048,11287,10361,6848,3250,3439,2694,3168,4596,3602,3901,3975,4139
 "29000","Missouri",4,SAACARTSCOMP,114,"...","  Independent artists, writers, and performers ","Thousands of dollars",26841,25529,26497,28123,33011,29261,35024,29800,23700,21799,21389,20930,22269,23233,24609,25110,22843,25906,27617,36163,39625,44604,50786
 "29000","Missouri",4,SAACARTSCOMP,120,"...","  Museums ","Thousands of dollars",26844,37967,33211,37918,41029,49343,58831,61363,63197,55053,54584,74189,82527,89163,87485,98002,105213,112352,111370,144075,118907,120291,141765
 "29000","Missouri",4,SAACARTSCOMP,131,"...","  Advertising ","Thousands of dollars",124435,117179,122830,133147,140467,148346,156095,165547,147267,157958,166774,186642,199900,222040,236964,257676,300360,310199,321865,319638,343043,398885,420419
 "29000","Missouri",4,SAACARTSCOMP,132,"...","  Architectural services ","Thousands of dollars",200879,195153,204365,198958,206756,229812,274696,288416,235927,201775,203174,209964,226699,230766,248345,260437,271646,289634,289771,287141,298698,330271,347625
 "29000","Missouri",4,SAACARTSCOMP,133,"...","  Landscape architectural services ","Thousands of dollars",12260,11072,9121,8923,9250,13146,13473,13243,12141,12223,8933,10126,11964,12771,14196,18648,20890,21692,21913,23659,23825,24867,25794
 "29000","Missouri",4,SAACARTSCOMP,134,"...","  Interior design services ","Thousands of dollars",8907,8260,8134,8430,13433,17334,18580,22311,15432,11649,10359,21553,16289,23433,25127,28397,32503,35956,32904,33371,39275,46164,49809
 "29000","Missouri",4,SAACARTSCOMP,135,"...","  Industrial design services ","Thousands of dollars",3392,2911,2287,1975,2777,2268,2023,2225,2063,2706,3388,5215,4071,5529,3514,3727,4358,4642,4929,5439,5400,6626,6851
 "29000","Missouri",4,SAACARTSCOMP,136,"...","  Graphic design services ","Thousands of dollars",43231,39748,41893,43397,44627,47783,48801,46600,50304,49506,54211,85013,66036,89509,100364,103302,100415,93349,93174,89238,97184,111848,109494
 "29000","Missouri",4,SAACARTSCOMP,137,"...","  Computer systems design ","Thousands of dollars",12859,10735,11133,11805,12977,14221,16696,18135,16769,18225,20389,25502,28264,29296,31732,32743,22981,22467,21438,21113,20362,30660,31369
 "29000","Missouri",4,SAACARTSCOMP,138,"...","  Photography and photofinishing services ","Thousands of dollars",151371,145208,146457,130317,122711,111634,110777,110811,108629,109311,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D)
 "29000","Missouri",4,SAACARTSCOMP,139,"...","  All other design services ","Thousands of dollars",3447,2832,2354,1930,1812,2347,3447,2997,3115,2673,3111,4932,3348,4121,3731,3971,4211,4204,3949,4636,5824,7218,8469
 "29000","Missouri",4,SAACARTSCOMP,140,"...","  Fine arts education ","Thousands of dollars",12343,12083,14524,18625,17951,17095,16665,17832,19470,20758,18969,19119,20450,23715,24590,26939,27577,30677,29702,27593,30671,39131,40368
 "29000","Missouri",4,SAACARTSCOMP,150,"...","  Education services ","Thousands of dollars",55607,50287,51379,51865,54708,61690,65075,62103,63575,62641,72505,81404,74308,64992,63199,58653,57730,56352,63488,68001,69429,68581,64660
 "29000","Missouri",4,SAACARTSCOMP,200,"..."," Supporting arts and cultural production ","Thousands of dollars",3232430,3502615,3411834,3421685,3393380,3489907,3805437,3796167,3533060,3388310,3352416,3340447,3357221,3347989,3521166,3542636,3693837,3976401,4190701,4162347,4412976,4479343,4756558
 "29000","Missouri",4,SAACARTSCOMP,211,"...","  Rental and leasing ","Thousands of dollars",30441,37139,31043,37640,33804,36985,40164,31513,29116,25555,22738,23915,24896,24484,21886,18092,17813,18228,18426,16253,19049,21159,23725
 "29000","Missouri",4,SAACARTSCOMP,212,"...","  Grantmaking and giving services ","Thousands of dollars",5867,6021,6951,6533,6274,7639,8652,8418,8593,7961,8579,8995,9536,8871,8788,6714,6174,6569,7026,5943,6934,7865,7889
 "29000","Missouri",4,SAACARTSCOMP,213,"...","  Unions ","Thousands of dollars",17094,15083,15242,15994,15083,16533,14859,16075,16638,16145,17347,18953,13209,11028,9956,8518,7837,8285,8169,8448,8316,7965,9338
 "29000","Missouri",4,SAACARTSCOMP,214,"...","  Government ","Thousands of dollars",1105905,1269409,1295927,1302295,1290331,1305866,1322700,1356874,1356318,1365871,1381735,1352092,1416672,1432997,1444364,1449676,1539684,1660249,1683744,1739983,1784799,1806665,1850155
 "29000","Missouri",4,SAACARTSCOMP,215,"...","  Other support services ","Thousands of dollars",12500,10245,11264,14107,13258,16462,17466,4964,4587,4994,4139,4274,4114,4698,5609,6089,12627,11148,11463,5989,7746,8233,8260
 "29000","Missouri",4,SAACARTSCOMP,221,"...","  Publishing ","Thousands of dollars",(D),438289,471783,453797,443350,448806,475752,504007,467346,330898,307568,298068,280894,278384,257362,237640,240278,243994,255714,226324,284126,345498,382801
 "29000","Missouri",4,SAACARTSCOMP,222,"...","  Motion pictures ","Thousands of dollars",79122,80517,78215,82062,77432,83305,90607,84379,87057,72825,70296,74357,78005,75106,97126,102064,102650,104199,104772,80970,91777,116370,132506
 "29000","Missouri",4,SAACARTSCOMP,223,"...","  Sound recording ","Thousands of dollars",7554,6671,7185,7427,7733,7866,6704,9637,9142,8323,7327,5703,5253,5649,5084,(D),4725,(D),(D),(D),6768,7696,7189
 "29000","Missouri",4,SAACARTSCOMP,224,"...","  Broadcasting ","Thousands of dollars",(D),615213,(D),(D),(D),(D),733328,717180,635960,611982,(D),761950,722705,741294,830661,818842,839382,838273,823856,804687,838344,681670,605329
 "29000","Missouri",4,SAACARTSCOMP,225,"...","  Other information services ","Thousands of dollars",42496,51811,37512,40850,40390,43452,36876,39033,37914,39331,42973,45957,(D),(D),(D),57085,77689,88569,87031,90699,127275,214665,227442
 "29000","Missouri",4,SAACARTSCOMP,231,"...","  Jewelry and silverware manufacturing ","Thousands of dollars",7086,20607,24493,26564,32946,8482,6007,9788,6477,4787,4134,4137,4894,5161,4336,4564,5043,4953,4869,4244,4907,5475,7296
 "29000","Missouri",4,SAACARTSCOMP,232,"...","  Printed goods manufacturing ","Thousands of dollars",142494,117768,113934,130760,135064,142050,(D),170589,140962,129742,117876,118370,123302,115945,106957,102867,96468,96330,91506,81126,80124,86471,86213
 "29000","Missouri",4,SAACARTSCOMP,233,"...","  Musical instruments manufacturing ","Thousands of dollars",(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),5542,6711
 "29000","Missouri",4,SAACARTSCOMP,234,"...","  Custom architectural woodwork and metalwork manufacturing ","Thousands of dollars",22942,33078,28527,26551,26239,24844,31370,31711,24617,23110,23329,(D),(D),(D),27847,30061,32902,34488,39504,39733,40068,44059,45876
 "29000","Missouri",4,SAACARTSCOMP,236,"...","  Other goods manufacturing ","Thousands of dollars",9665,(D),7076,(D),(D),(D),(D),(D),(D),(D),12926,11569,14432,16085,17851,15470,(D),17771,18865,19738,(D),23139,22595
 "29000","Missouri",4,SAACARTSCOMP,240,"...","  Construction ","Thousands of dollars",202742,296772,190672,104976,101170,133751,261677,200113,155227,174256,158262,84045,85378,59688,100171,135494,103176,171568,317025,278395,239456,266284,451036
 "29000","Missouri",4,SAACARTSCOMP,250,"...","  Wholesale and transportation industries ","Thousands of dollars",177676,180702,164718,176565,196181,200902,210137,220551,170614,194412,208595,196523,196622,183088,188512,199033,267612,335653,396377,428851,471308,464016,477212
 "29000","Missouri",4,SAACARTSCOMP,260,"...","  Retail industries ","Thousands of dollars",305730,310626,328270,334311,330362,353599,369468,381437,374217,369315,303044,305890,303623,304699,338863,343384,318082,328592,313561,319850,373732,366574,404986
 "29000","Missouri",4,SAACARTSCOMP,300,"..."," All other industries 2/","Thousands of dollars",175478,181248,177526,179221,185980,189083,197880,202574,192452,178130,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D)
 "30000","Montana",7,SAACARTSCOMP,1,"...","Total compensation ","Thousands of dollars",12875825,13573127,14300842,15184466,16299528,17586162,18911724,19577243,19173242,19684645,20635425,21649001,22267710,23191286,24216796,24754364,26008088,27108421,28199568,29353438,32464221,35220734,37786979
 "30000","Montana",7,SAACARTSCOMP,10,"...","Total ACPSA compensation ","Thousands of dollars",627983,659380,661593,660420,661017,652998,660758,689004,686096,688781,731463,738895,751314,762629,803684,849969,891352,937498,971914,1052923,1132721,1206116,1304237
 "30000","Montana",7,SAACARTSCOMP,100,"..."," Core arts and cultural production ","Thousands of dollars",58266,62452,67340,71434,77868,90226,100042,103731,92388,84513,89825,99813,102984,114904,119863,128032,146003,147953,158676,173044,198976,228837,242053
 "30000","Montana",7,SAACARTSCOMP,111,"...","  Performing arts companies ","Thousands of dollars",4874,4348,4000,5500,5925,6071,5776,10456,11755,7949,8303,7958,(D),8962,8319,(D),18812,(D),10400,10788,7929,10387,13631
 "30000","Montana",7,SAACARTSCOMP,112,"...","  Promoters of performing arts and similar events ","Thousands of dollars",1058,2742,3689,3578,3192,4102,3738,(D),2736,2491,2640,3487,3809,3728,4369,4402,4463,4809,4715,4197,5062,8253,11806
 "30000","Montana",7,SAACARTSCOMP,113,"...","  Agents/managers for artists ","Thousands of dollars",(D),(D),(D),(D),(D),(D),(D),(D),(D),184,160,181,225,241,191,294,241,261,350,390,434,596,426
 "30000","Montana",7,SAACARTSCOMP,114,"...","  Independent artists, writers, and performers ","Thousands of dollars",6394,(D),(D),(D),(D),(D),(D),9749,9191,9152,9071,9893,13150,12275,13854,13675,10442,11276,11995,15385,25108,26977,22670
 "30000","Montana",7,SAACARTSCOMP,120,"...","  Museums ","Thousands of dollars",2516,3499,3149,3478,3790,4323,5266,5624,6192,6127,6567,8679,10066,11401,10850,12727,(D),16099,17416,21636,18349,18579,22329
 "30000","Montana",7,SAACARTSCOMP,131,"...","  Advertising ","Thousands of dollars",3463,3666,(D),(D),5182,5375,(D),(D),(D),(D),(D),(D),9721,10353,11290,(D),(D),(D),19064,20157,22561,27188,30538
 "30000","Montana",7,SAACARTSCOMP,132,"...","  Architectural services ","Thousands of dollars",22126,22592,26372,28440,32898,40483,46518,44797,35568,33492,36080,36573,37123,40043,42686,45531,50837,56058,58617,62068,73489,78728,77040
 "30000","Montana",7,SAACARTSCOMP,133,"...","  Landscape architectural services ","Thousands of dollars",3842,4233,3521,3192,3229,3674,3392,3540,2632,2299,2108,1976,2223,2818,3394,3833,4585,4704,5362,5869,6608,7154,7885
 "30000","Montana",7,SAACARTSCOMP,134,"...","  Interior design services ","Thousands of dollars",878,1105,1565,1524,2001,2343,2790,2656,2077,1456,1205,2198,1655,3400,4113,4879,6201,8041,9600,9876,12675,17432,19914
 "30000","Montana",7,SAACARTSCOMP,135,"...","  Industrial design services ","Thousands of dollars",(D),(D),(D),(D),(D),(D),195,(D),(D),(D),(D),65,446,639,651,798,965,193,190,100,98,297,418
 "30000","Montana",7,SAACARTSCOMP,136,"...","  Graphic design services ","Thousands of dollars",1772,1967,1927,2141,2335,2748,2522,2518,2385,2875,3505,5353,4067,5913,5440,5562,5359,4489,4305,4960,6424,7337,7691
 "30000","Montana",7,SAACARTSCOMP,137,"...","  Computer systems design ","Thousands of dollars",(D),(D),(D),(D),(D),1588,1910,2096,2071,2042,2222,2496,2874,3224,3506,3791,2893,3244,3175,4000,4413,7961,9999
 "30000","Montana",7,SAACARTSCOMP,138,"...","  Photography and photofinishing services ","Thousands of dollars",6878,7478,6838,6169,5752,(D),5069,4990,4727,4161,(D),(D),(D),4793,4425,4243,4424,4727,5158,5019,6110,6065,7010
 "30000","Montana",7,SAACARTSCOMP,139,"...","  All other design services ","Thousands of dollars",(D),(D),(D),(D),(D),(D),1360,(D),(D),(D),(D),1378,332,392,371,353,331,409,375,525,833,1317,1261
 "30000","Montana",7,SAACARTSCOMP,140,"...","  Fine arts education ","Thousands of dollars",1171,1312,1839,1194,1230,1291,1443,2009,1780,1892,1897,1721,2830,2558,2533,3124,2960,3642,3971,3968,4722,6273,7128
 "30000","Montana",7,SAACARTSCOMP,150,"...","  Education services ","Thousands of dollars",2161,2494,2883,3103,3001,3500,3593,3362,3390,3161,3559,4166,4092,4164,3871,3734,3614,3790,3984,4106,4161,4293,2307
 "30000","Montana",7,SAACARTSCOMP,200,"..."," Supporting arts and cultural production ","Thousands of dollars",551359,577465,574849,568890,561815,540282,536421,560508,569613,581549,618570,616671,626251,624677,659153,696791,719978,763279,785714,851667,902735,941461,1023553
 "30000","Montana",7,SAACARTSCOMP,211,"...","  Rental and leasing ","Thousands of dollars",(D),3532,2472,2690,2462,4404,5531,3692,3078,(D),1991,2355,(D),2684,(D),(D),2629,2778,2559,(D),3229,3209,3860
 "30000","Montana",7,SAACARTSCOMP,212,"...","  Grantmaking and giving services ","Thousands of dollars",(D),(D),1085,(D),1223,1378,1631,1625,1769,1263,1450,1517,1509,1441,1666,1408,1324,1346,1559,1444,1949,2240,2261
 "30000","Montana",7,SAACARTSCOMP,213,"...","  Unions ","Thousands of dollars",1883,1599,1652,1801,1692,1885,1738,1757,1904,2015,2311,2668,1842,1577,1432,1334,1284,1330,1251,1285,1303,1398,1652
 "30000","Montana",7,SAACARTSCOMP,214,"...","  Government ","Thousands of dollars",377995,389389,377893,359676,338342,317999,299565,311409,313628,330814,342058,354628,349241,362904,385612,405875,432023,452104,473313,463749,484104,521156,551298
 "30000","Montana",7,SAACARTSCOMP,215,"...","  Other support services ","Thousands of dollars",(D),157,177,258,256,300,339,316,268,245,260,328,303,339,440,409,831,812,664,453,517,314,340
 "30000","Montana",7,SAACARTSCOMP,221,"...","  Publishing ","Thousands of dollars",30230,31787,35306,35296,35501,36915,38590,37595,34306,31649,32489,30034,(D),(D),(D),32393,33699,34714,(D),(D),60176,40413,50003
 "30000","Montana",7,SAACARTSCOMP,222,"...","  Motion pictures ","Thousands of dollars",9381,9986,10546,12195,12038,11213,14834,13995,14422,14923,16251,17226,17724,19376,22430,24738,31137,32952,29687,28190,37847,55460,48420
 "30000","Montana",7,SAACARTSCOMP,223,"...","  Sound recording ","Thousands of dollars",248,285,271,332,422,473,212,358,397,337,365,312,371,317,231,186,299,1189,1668,1181,1449,1938,1996
 "30000","Montana",7,SAACARTSCOMP,224,"...","  Broadcasting ","Thousands of dollars",48925,(D),58254,60478,62636,65429,72520,80848,(D),(D),99391,107159,109942,112723,111830,(D),104105,108378,103346,109899,111095,95568,90346
 "30000","Montana",7,SAACARTSCOMP,225,"...","  Other information services ","Thousands of dollars",2524,2163,1941,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),4437,4289,4167,(D),5245,7136,13276,42960,47200
 "30000","Montana",7,SAACARTSCOMP,231,"...","  Jewelry and silverware manufacturing ","Thousands of dollars",7104,5862,7140,8880,12712,13723,12676,20126,11496,8601,8222,7862,9394,10230,12393,13425,11186,11370,12065,8645,9657,10830,14585
 "30000","Montana",7,SAACARTSCOMP,232,"...","  Printed goods manufacturing ","Thousands of dollars",2820,2945,3152,3701,4132,5049,6864,7282,6315,5571,7100,7368,7710,7948,7642,7719,8082,8641,8993,7515,7783,8619,9098
 "30000","Montana",7,SAACARTSCOMP,233,"...","  Musical instruments manufacturing ","Thousands of dollars",(D),5155,(D),(D),(D),(D),(D),(D),5911,(D),(D),9067,7324,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D)
 "30000","Montana",7,SAACARTSCOMP,234,"...","  Custom architectural woodwork and metalwork manufacturing ","Thousands of dollars",(D),1710,(D),1747,2610,2932,(D),4833,(D),(D),(D),(D),4283,5148,6800,(D),9660,(D),8700,(D),8934,9937,10524
 "30000","Montana",7,SAACARTSCOMP,236,"...","  Other goods manufacturing ","Thousands of dollars",136,96,96,75,(D),173,402,248,139,165,216,280,319,371,453,364,501,315,345,(D),(D),(D),(D)
 "30000","Montana",7,SAACARTSCOMP,240,"...","  Construction ","Thousands of dollars",6517,11613,12640,14961,21777,8847,9263,9885,31945,26995,41849,14965,24599,4112,5350,17428,14250,29296,25138,92057,53592,23419,50736
 "30000","Montana",7,SAACARTSCOMP,250,"...","  Wholesale and transportation industries ","Thousands of dollars",(D),(D),(D),(D),(D),(D),(D),(D),(D),11953,13578,17370,18951,(D),(D),(D),(D),20808,(D),26959,34438,37181,42766
 "30000","Montana",7,SAACARTSCOMP,260,"...","  Retail industries ","Thousands of dollars",39636,43008,44398,46487,44452,45506,45939,46079,41167,39098,36426,33444,34993,39768,38973,39270,35776,36986,41624,44678,58045,68350,76321
 "30000","Montana",7,SAACARTSCOMP,300,"..."," All other industries 2/","Thousands of dollars",18358,19464,19403,20096,21334,22490,24295,24765,24095,22719,23068,22411,22079,23048,24667,25146,25372,26266,27525,28212,31010,35818,38631
 "31000","Nebraska",4,SAACARTSCOMP,1,"...","Total compensation ","Thousands of dollars",34308038,35689695,37165364,38952140,40614252,42684203,45029132,46666915,46297820,46609251,47946093,50610075,51718402,54294269,56841055,58218198,60579924,63367470,65677932,67229469,71324367,75878910,80368764
 "31000","Nebraska",4,SAACARTSCOMP,10,"...","Total ACPSA compensation ","Thousands of dollars",1189136,1208887,1250687,1280163,1245925,1263136,1269284,1285858,1250012,1252569,1257188,1312684,1324268,1380405,1427777,1505737,1557411,1642867,1779549,1955437,2058342,2252729,2238374
 "31000","Nebraska",4,SAACARTSCOMP,100,"..."," Core arts and cultural production ","Thousands of dollars",196557,192591,204126,209002,212136,225908,240078,247776,248702,242272,252881,295502,296354,308969,304493,316176,332699,352461,362234,368541,361005,415137,442972
