GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
 "13000","Georgia",5,SAACARTSCOMP,111,"...","  Performing arts companies ","Thousands of dollars",147783,95353,51892,56939,58434,52951,48307,48817,51857,56235,74463,68069,65875,67581,70872,85798,102636,108763,109136,99263,88184,116899,132962
 "13000","Georgia",5,SAACARTSCOMP,112,"...","  Promoters of performing arts and similar events ","Thousands of dollars",86362,166913,124753,127240,163548,212209,219142,238361,252781,219993,192608,194709,178296,152404,173540,205914,221448,241938,255272,89739,89536,140250,180950
 "13000","Georgia",5,SAACARTSCOMP,113,"...","  Agents/managers for artists ","Thousands of dollars",4246,3751,4780,6094,5616,5501,6122,7060,6527,13692,16759,20285,23768,25943,15151,14845,18045,21940,22227,20501,24273,24720,23529
 "13000","Georgia",5,SAACARTSCOMP,114,"...","  Independent artists, writers, and performers ","Thousands of dollars",35510,36811,52367,61797,77843,77329,93493,86228,75249,68074,69363,67906,80117,93884,115403,107515,104234,139952,95133,109045,114396,121845,132104
 "13000","Georgia",5,SAACARTSCOMP,120,"...","  Museums ","Thousands of dollars",23590,32864,32261,35356,41366,52560,62867,64015,62313,58600,60494,75618,83908,93248,86808,101971,107972,116406,124020,151025,121039,121384,150367
 "13000","Georgia",5,SAACARTSCOMP,131,"...","  Advertising ","Thousands of dollars",182335,170831,188363,205045,234000,265062,296747,315176,315322,325251,383266,474048,453140,487189,528961,589964,695006,689281,760062,848055,915092,1072897,1168926
 "13000","Georgia",5,SAACARTSCOMP,132,"...","  Architectural services ","Thousands of dollars",278606,259482,274883,258222,281836,334633,400914,375875,267528,224233,241754,248598,276095,305136,344750,366557,386683,417692,434516,432057,462487,513857,508422
 "13000","Georgia",5,SAACARTSCOMP,133,"...","  Landscape architectural services ","Thousands of dollars",41552,35233,40381,37998,43554,52090,51807,43604,25198,22372,23460,27677,36999,44709,50168,58743,55102,56577,64598,66755,74356,78940,80968
 "13000","Georgia",5,SAACARTSCOMP,134,"...","  Interior design services ","Thousands of dollars",48286,45149,47112,48549,55813,61953,72495,68069,52491,48038,51786,86794,67473,98598,114012,128441,133869,157203,167338,153508,160964,191494,187414
 "13000","Georgia",5,SAACARTSCOMP,135,"...","  Industrial design services ","Thousands of dollars",6476,5455,4853,2370,1998,2120,2474,2314,2307,1961,2827,4304,4340,6576,5811,6679,11264,10449,12611,14897,15780,18503,16504
 "13000","Georgia",5,SAACARTSCOMP,136,"...","  Graphic design services ","Thousands of dollars",70724,67876,71602,74754,78434,83316,89650,97003,89290,96554,107117,168766,129900,171068,187496,185024,187042,173730,171274,181031,204314,203011,205427
 "13000","Georgia",5,SAACARTSCOMP,137,"...","  Computer systems design ","Thousands of dollars",38884,31669,32951,35378,38821,41420,46284,47019,49172,52798,57566,66279,69141,72440,77567,80093,55090,57699,56870,55879,56759,88240,91967
 "13000","Georgia",5,SAACARTSCOMP,138,"...","  Photography and photofinishing services ","Thousands of dollars",111969,116061,110334,103375,106103,112392,104508,95824,88561,82401,72713,93616,68129,86106,84579,80323,79480,83863,87195,71562,80649,97689,96809
 "13000","Georgia",5,SAACARTSCOMP,139,"...","  All other design services ","Thousands of dollars",6041,5421,23065,24288,23949,19891,23240,3660,3472,4282,5648,9191,5719,6711,6810,7632,15863,15199,14969,12763,13697,19166,24193
 "13000","Georgia",5,SAACARTSCOMP,140,"...","  Fine arts education ","Thousands of dollars",14928,13267,19090,23854,24124,25619,26415,29907,31924,32715,30658,27377,26135,28043,30101,31871,38423,48582,46538,40877,46624,62721,70955
 "13000","Georgia",5,SAACARTSCOMP,150,"...","  Education services ","Thousands of dollars",41387,50258,61769,70370,70869,73535,80453,80909,86924,77149,76985,78295,73043,72307,71299,90455,68088,63352,71432,79780,98832,97927,89399
 "13000","Georgia",5,SAACARTSCOMP,200,"..."," Supporting arts and cultural production ","Thousands of dollars",6035953,6015624,5936231,6059605,5911935,5835974,6114249,6106170,6040963,6123916,6393839,6625288,6843614,7334807,8022725,8342712,9070326,9072516,9399246,9023570,11137896,11146597,9926528
 "13000","Georgia",5,SAACARTSCOMP,211,"...","  Rental and leasing ","Thousands of dollars",44227,50607,49703,51736,49095,51376,46042,38079,32023,29682,27993,28470,30868,31441,31980,32560,34605,38443,38020,31522,38558,46465,49229
 "13000","Georgia",5,SAACARTSCOMP,212,"...","  Grantmaking and giving services ","Thousands of dollars",4973,5966,7846,6477,6439,8051,7134,6442,6875,5491,6318,5977,5887,7044,7374,6204,5783,6435,6525,5863,7585,9034,9731
 "13000","Georgia",5,SAACARTSCOMP,213,"...","  Unions ","Thousands of dollars",17072,15057,13438,13174,12778,14529,12771,13526,14823,14616,16037,18713,12880,11545,10636,9147,8908,9226,9296,10164,10836,11483,13937
 "13000","Georgia",5,SAACARTSCOMP,214,"...","  Government ","Thousands of dollars",2156908,2300308,2176624,2087095,1932254,1809673,1676846,1762262,1790474,1837927,1832355,1829781,1827366,1879327,(D),2015448,2141470,(D),2348460,2405734,2519876,2685199,2710060
 "13000","Georgia",5,SAACARTSCOMP,215,"...","  Other support services ","Thousands of dollars",1718,1652,1895,1549,1885,2281,2780,2688,2196,3688,3885,3668,3220,3004,2312,1889,4338,4410,4638,3571,5131,6813,7700
 "13000","Georgia",5,SAACARTSCOMP,221,"...","  Publishing ","Thousands of dollars",929239,874349,1007395,880190,919291,953775,1104311,1024936,973104,979956,(D),1046227,1039597,1092790,1091170,1064845,1133785,1110470,1167583,1189777,1419012,1496054,1456859
 "13000","Georgia",5,SAACARTSCOMP,222,"...","  Motion pictures ","Thousands of dollars",193730,195335,196089,185225,193466,216295,232114,226953,287727,263109,289570,335116,408769,318275,557702,935153,(D),1279140,1448673,939681,1927368,2224748,1239157
 "13000","Georgia",5,SAACARTSCOMP,223,"...","  Sound recording ","Thousands of dollars",34327,25538,24861,30359,25556,24337,(D),37524,44200,29092,30493,25380,26817,29270,27690,(D),20511,24644,27605,27444,34761,38075,28876
 "13000","Georgia",5,SAACARTSCOMP,224,"...","  Broadcasting ","Thousands of dollars",1268561,1255815,(D),1346239,1367989,1397233,1531070,1565001,1688626,1743652,1958587,2158237,2189756,2345833,2380446,2523030,2648195,2576393,2501401,2454735,2750628,2106401,1687879
 "13000","Georgia",5,SAACARTSCOMP,225,"...","  Other information services ","Thousands of dollars",124629,102596,72248,74548,94228,101095,98262,117180,149369,171220,184710,201666,239792,290301,290584,330443,421560,413845,488587,546946,893674,806644,908844
 "13000","Georgia",5,SAACARTSCOMP,231,"...","  Jewelry and silverware manufacturing ","Thousands of dollars",4411,3223,4010,4595,4533,4752,4770,9514,6876,4577,3875,3774,2589,2506,3197,1710,1280,1949,(D),(D),2200,2807,4006
 "13000","Georgia",5,SAACARTSCOMP,232,"...","  Printed goods manufacturing ","Thousands of dollars",158123,130452,128935,144955,149463,158216,185477,184285,155770,136177,146280,142012,136167,139652,128642,121644,115521,117903,114553,98907,101004,109844,113267
 "13000","Georgia",5,SAACARTSCOMP,233,"...","  Musical instruments manufacturing ","Thousands of dollars",(D),(D),9285,8145,7706,9326,6630,700,999,811,1047,(D),1907,1617,1975,2339,2039,1741,1429,(D),(D),1712,1935
 "13000","Georgia",5,SAACARTSCOMP,234,"...","  Custom architectural woodwork and metalwork manufacturing ","Thousands of dollars",(D),(D),(D),(D),(D),(D),(D),(D),(D),27410,26165,29196,35410,36843,42478,51947,55131,53586,54127,56646,56968,66757,74139
 "13000","Georgia",5,SAACARTSCOMP,236,"...","  Other goods manufacturing ","Thousands of dollars",(D),(D),41476,(D),(D),(D),56238,(D),(D),52198,(D),(D),(D),(D),(D),(D),(D),(D),(D),66176,(D),(D),(D)
 "13000","Georgia",5,SAACARTSCOMP,240,"...","  Construction ","Thousands of dollars",309604,255284,242287,458150,392457,323635,380121,323749,230610,206309,132829,71710,(D),(D),553195,204229,178606,233493,157087,131238,143462,173022,145747
 "13000","Georgia",5,SAACARTSCOMP,250,"...","  Wholesale and transportation industries ","Thousands of dollars",316878,328094,309598,336714,327599,316019,327491,329232,248523,291525,311217,298202,297800,292946,294370,325495,368004,386637,427744,505624,523026,537488,594079
 "13000","Georgia",5,SAACARTSCOMP,260,"...","  Retail industries ","Thousands of dollars",402645,392934,381992,370157,368305,377955,381225,373362,344225,326475,381481,374530,387305,396818,586773,617190,563523,549351,540277,546491,632389,(D),(D)
 "13000","Georgia",5,SAACARTSCOMP,300,"..."," All other industries 2/","Thousands of dollars",275189,278958,271797,279579,291775,298666,314728,306838,291217,268929,270275,258177,259023,275634,297259,311842,311661,323010,338364,340190,368053,423895,450696
 "15000","Hawaii",8,SAACARTSCOMP,1,"...","Total compensation ","Thousands of dollars",24634143,26145445,27918031,29955862,31996898,33851888,35745273,36799090,36003139,36542656,38147658,39520783,40798962,42494910,44516699,46237067,47713824,49069252,50403733,47902870,51473117,54905137,58754606
 "15000","Hawaii",8,SAACARTSCOMP,10,"...","Total ACPSA compensation ","Thousands of dollars",870259,904152,944349,1010375,1025706,1073599,1147316,1152105,1078135,1101318,1082645,1125218,1157993,1217234,1262253,1277424,1385014,1535922,1620926,1529870,1663303,1698635,1603616
 "15000","Hawaii",8,SAACARTSCOMP,100,"..."," Core arts and cultural production ","Thousands of dollars",180958,189757,207341,212881,234277,251655,267257,277627,263473,241268,243454,280224,305488,336122,340766,339046,357187,393435,394777,343058,345541,408782,407430
 "15000","Hawaii",8,SAACARTSCOMP,111,"...","  Performing arts companies ","Thousands of dollars",31110,25716,24884,31784,34190,37189,32170,36173,37291,(D),(D),27311,38573,41492,49910,33518,44870,55139,49267,24396,28056,46121,(D)
 "15000","Hawaii",8,SAACARTSCOMP,112,"...","  Promoters of performing arts and similar events ","Thousands of dollars",4297,6950,6516,6046,6462,7266,8052,8557,9504,7211,8241,8019,7760,8212,7535,8465,9699,8555,11461,9651,10470,17713,20414
 "15000","Hawaii",8,SAACARTSCOMP,113,"...","  Agents/managers for artists ","Thousands of dollars",(D),(D),(D),(D),1440,(D),917,(D),223,223,225,(D),235,219,(D),(D),139,191,249,(D),322,(D),375
 "15000","Hawaii",8,SAACARTSCOMP,114,"...","  Independent artists, writers, and performers ","Thousands of dollars",9318,6983,8937,10676,10171,16540,21379,28233,27714,26667,15821,16513,16378,24610,24842,27281,30238,42581,45123,31895,44872,55434,40373
 "15000","Hawaii",8,SAACARTSCOMP,120,"...","  Museums ","Thousands of dollars",18219,24000,23094,23777,27823,31341,36079,35682,(D),31139,47037,63620,77151,81393,76756,88134,90663,95916,96007,91498,68903,78846,98190
 "15000","Hawaii",8,SAACARTSCOMP,131,"...","  Advertising ","Thousands of dollars",(D),11856,(D),(D),14688,15126,16084,(D),(D),(D),(D),17453,19238,(D),18698,19641,22836,24583,24283,(D),(D),(D),26413
 "15000","Hawaii",8,SAACARTSCOMP,132,"...","  Architectural services ","Thousands of dollars",52715,58442,67794,59592,69879,72303,80700,80107,72170,68213,66948,68362,72535,76945,77706,76905,74893,81226,82728,84385,92849,92621,92160
 "15000","Hawaii",8,SAACARTSCOMP,133,"...","  Landscape architectural services ","Thousands of dollars",7748,8301,8995,9950,12248,14480,14181,14515,13974,12022,11099,10496,13541,12495,12725,14859,15673,15038,15225,17034,16540,15965,16120
 "15000","Hawaii",8,SAACARTSCOMP,134,"...","  Interior design services ","Thousands of dollars",3046,3877,4822,5026,6102,7307,7951,5993,4787,4688,5057,8661,6338,9635,9361,8697,9205,10479,9894,9548,11957,14408,14156
 "15000","Hawaii",8,SAACARTSCOMP,135,"...","  Industrial design services ","Thousands of dollars",(D),(D),(D),(D),0,(D),(D),103,103,96,125,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),195,130
 "15000","Hawaii",8,SAACARTSCOMP,136,"...","  Graphic design services ","Thousands of dollars",2975,3546,4408,4227,5000,5681,5637,5849,4978,5197,5136,7292,5384,6945,8718,7912,7720,8510,8635,8200,8021,9073,10173
 "15000","Hawaii",8,SAACARTSCOMP,137,"...","  Computer systems design ","Thousands of dollars",1256,1416,1561,1705,1995,2455,2701,2735,2697,2782,2919,3186,3546,3563,3722,3685,2426,2308,2066,2042,2630,3957,3736
 "15000","Hawaii",8,SAACARTSCOMP,138,"...","  Photography and photofinishing services ","Thousands of dollars",24321,23230,22868,20792,20994,19599,19216,17322,16186,16333,16409,24786,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D)
 "15000","Hawaii",8,SAACARTSCOMP,139,"...","  All other design services ","Thousands of dollars",(D),(D),(D),(D),80,(D),(D),1021,152,192,226,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),648,735
 "15000","Hawaii",8,SAACARTSCOMP,140,"...","  Fine arts education ","Thousands of dollars",2691,2788,3527,4540,4968,4836,4991,5426,5604,5030,4641,4274,4333,5274,5475,5758,6706,7710,8776,6232,8148,11966,12993
 "15000","Hawaii",8,SAACARTSCOMP,150,"...","  Education services ","Thousands of dollars",11067,12236,15359,19720,18237,16196,16518,18739,20105,18895,18194,19570,20336,19416,17748,17104,15608,15358,14942,22741,15911,16276,5534
 "15000","Hawaii",8,SAACARTSCOMP,200,"..."," Supporting arts and cultural production ","Thousands of dollars",657104,680704,702877,761761,754310,784062,840081,834936,776505,824730,803663,810992,818519,845750,883514,898782,987716,1101368,1183770,1149026,1276759,1243300,1145848
 "15000","Hawaii",8,SAACARTSCOMP,211,"...","  Rental and leasing ","Thousands of dollars",8266,9389,7603,7253,7932,8859,8258,8248,6950,6262,6476,7308,8933,8490,9539,9472,8999,8632,9055,7221,(D),(D),(D)
 "15000","Hawaii",8,SAACARTSCOMP,212,"...","  Grantmaking and giving services ","Thousands of dollars",3507,4383,5144,4614,4906,5834,7024,6937,7543,7080,8409,8593,9330,9256,9269,8134,6993,7495,8363,7029,7949,8209,8678
 "15000","Hawaii",8,SAACARTSCOMP,213,"...","  Unions ","Thousands of dollars",(D),(D),(D),(D),(D),5367,(D),5387,(D),5866,6368,(D),4917,4387,4059,(D),3192,3253,3273,3443,3516,(D),4270
 "15000","Hawaii",8,SAACARTSCOMP,214,"...","  Government ","Thousands of dollars",274023,296581,307072,323835,312069,307185,304288,324193,332930,323389,326752,320430,334204,357528,358136,375123,386371,412242,417736,480919,445817,442975,458810
 "15000","Hawaii",8,SAACARTSCOMP,215,"...","  Other support services ","Thousands of dollars",348,(D),(D),(D),(D),761,1357,1472,1073,1063,938,883,749,860,1162,1246,2775,2994,(D),(D),(D),(D),2113
 "15000","Hawaii",8,SAACARTSCOMP,221,"...","  Publishing ","Thousands of dollars",71426,64790,68964,68121,67391,68611,69797,61647,54210,44612,38300,36528,36161,36946,35683,34456,32531,(D),34204,30540,41463,42924,50912
 "15000","Hawaii",8,SAACARTSCOMP,222,"...","  Motion pictures ","Thousands of dollars",30682,51796,40333,74915,60559,54427,69519,60548,60599,137831,79913,79036,83611,70087,88529,89152,119358,197025,140765,67730,146140,167296,115283
 "15000","Hawaii",8,SAACARTSCOMP,223,"...","  Sound recording ","Thousands of dollars",1472,1107,1412,1483,1302,1319,1300,1952,1636,1196,1227,906,1017,851,750,517,398,476,645,655,831,451,719
 "15000","Hawaii",8,SAACARTSCOMP,224,"...","  Broadcasting ","Thousands of dollars",(D),95626,100264,108776,112052,127177,(D),135124,138132,146530,157394,164531,173569,(D),188127,183358,(D),193811,181576,176621,185798,172794,168486
 "15000","Hawaii",8,SAACARTSCOMP,225,"...","  Other information services ","Thousands of dollars",3554,3001,10352,10496,13167,13208,10972,10541,10704,11624,14564,15543,13915,14425,15157,13773,14303,15390,19162,22138,49573,66117,80017
 "15000","Hawaii",8,SAACARTSCOMP,231,"...","  Jewelry and silverware manufacturing ","Thousands of dollars",13001,10125,15352,17591,21037,20926,17654,25280,13643,11026,9619,9484,11594,12383,13089,13773,12400,12376,12609,4756,7760,11330,15720
 "15000","Hawaii",8,SAACARTSCOMP,232,"...","  Printed goods manufacturing ","Thousands of dollars",8637,7450,7691,8764,8462,8389,9809,(D),(D),(D),6957,6929,6927,6597,6050,5878,5423,5471,4937,3369,3460,4010,4211
 "15000","Hawaii",8,SAACARTSCOMP,233,"...","  Musical instruments manufacturing ","Thousands of dollars",1262,(D),(D),(D),(D),(D),(D),2376,1975,1974,2094,2723,2859,(D),(D),2959,(D),3203,3494,(D),(D),(D),(D)
 "15000","Hawaii",8,SAACARTSCOMP,234,"...","  Custom architectural woodwork and metalwork manufacturing ","Thousands of dollars",487,787,827,1009,1451,(D),(D),2185,(D),1474,1670,(D),(D),3057,3543,(D),4188,(D),3587,2732,2894,(D),(D)
 "15000","Hawaii",8,SAACARTSCOMP,236,"...","  Other goods manufacturing ","Thousands of dollars",464,(D),(D),(D),(D),(D),796,(D),210,(D),233,252,(D),431,(D),495,634,637,820,702,1060,1149,1120
 "15000","Hawaii",8,SAACARTSCOMP,240,"...","  Construction ","Thousands of dollars",47777,33198,33663,21013,27473,48483,89959,65507,37349,15234,27348,32395,8120,14304,31194,34350,67310,63809,198137,207244,229815,138595,42537
 "15000","Hawaii",8,SAACARTSCOMP,250,"...","  Wholesale and transportation industries ","Thousands of dollars",34830,38195,37935,41830,43290,42808,45049,52921,42293,53458,67104,66892,69266,66789,66183,72178,85587,(D),(D),84018,(D),87724,(D)
 "15000","Hawaii",8,SAACARTSCOMP,260,"...","  Retail industries ","Thousands of dollars",58360,57538,58502,63827,65099,65510,63247,60352,51866,49399,48297,48945,50142,51687,50044,46812,46104,48694,49789,45323,55066,76845,84269
 "15000","Hawaii",8,SAACARTSCOMP,300,"..."," All other industries 2/","Thousands of dollars",32197,33691,34131,35733,37119,37882,39978,39541,38157,35321,35527,34002,33987,35362,37973,39595,40111,41119,42379,37786,41003,46553,50338
 "16000","Idaho",7,SAACARTSCOMP,1,"...","Total compensation ","Thousands of dollars",20938800,21580094,22368324,23964435,25754756,28399916,29986795,29950385,28611665,28924837,29316049,30084694,31774108,33037552,34667352,36582615,39470968,42238672,44614749,47682584,53097469,57908485,61471627
 "16000","Idaho",7,SAACARTSCOMP,10,"...","Total ACPSA compensation ","Thousands of dollars",872078,899022,884009,905911,898440,924096,897203,927627,869573,883911,872694,905404,933007,946455,978789,1003049,1090966,1140508,1202301,1204988,1331864,1456202,1498820
 "16000","Idaho",7,SAACARTSCOMP,100,"..."," Core arts and cultural production ","Thousands of dollars",138823,147082,113402,98388,98683,119408,130487,122862,105478,110627,98850,107515,105799,120803,123359,135982,148138,157576,165230,180542,205281,244395,272469
 "16000","Idaho",7,SAACARTSCOMP,111,"...","  Performing arts companies ","Thousands of dollars",4900,4106,4270,5988,6453,7474,7451,9028,8801,20722,9690,9798,9150,8653,8614,10322,11223,11698,12275,13116,10682,13683,18518
 "16000","Idaho",7,SAACARTSCOMP,112,"...","  Promoters of performing arts and similar events ","Thousands of dollars",1147,2201,2729,2570,3093,4748,4796,4518,5135,4869,4540,5478,6313,6602,6366,7318,7363,7481,8509,6120,6991,11239,17890
 "16000","Idaho",7,SAACARTSCOMP,113,"...","  Agents/managers for artists ","Thousands of dollars",328,235,197,200,221,258,514,574,392,406,(D),(D),(D),2629,1551,1445,1996,2879,1982,1196,1412,2617,3835
 "16000","Idaho",7,SAACARTSCOMP,114,"...","  Independent artists, writers, and performers ","Thousands of dollars",70741,75760,33261,12312,4159,4578,6381,5354,5233,5137,(D),(D),(D),5059,5918,6408,7648,6706,8031,10323,12639,15897,15357
 "16000","Idaho",7,SAACARTSCOMP,120,"...","  Museums ","Thousands of dollars",(D),2129,2129,2138,2469,2556,2927,3233,3292,3104,4679,6713,7608,7412,6897,7927,(D),10589,11294,14843,12280,(D),(D)
 "16000","Idaho",7,SAACARTSCOMP,131,"...","  Advertising ","Thousands of dollars",7373,8008,8912,10451,12130,15104,(D),(D),(D),(D),(D),(D),(D),(D),(D),22832,27457,27485,27645,30681,37503,43010,45509
 "16000","Idaho",7,SAACARTSCOMP,132,"...","  Architectural services ","Thousands of dollars",28628,27137,29290,28401,31635,39917,48821,43990,33153,26213,25585,25460,26944,28928,29584,33679,37136,40426,41191,45830,50980,59435,66887
 "16000","Idaho",7,SAACARTSCOMP,133,"...","  Landscape architectural services ","Thousands of dollars",2036,2248,4460,5397,6448,8784,8497,7929,4942,4443,3780,3690,2849,3172,3369,4005,5173,6682,7167,8604,12407,12172,11478
 "16000","Idaho",7,SAACARTSCOMP,134,"...","  Interior design services ","Thousands of dollars",1411,1430,2480,2646,2916,3162,3466,3066,1935,1763,1783,3489,2314,4010,4933,5476,5745,6044,6093,6189,8481,11670,12243
 "16000","Idaho",7,SAACARTSCOMP,135,"...","  Industrial design services ","Thousands of dollars",(D),(D),(D),(D),(D),0,(D),(D),(D),(D),(D),(D),183,227,333,487,427,239,387,672,914,2163,2950
 "16000","Idaho",7,SAACARTSCOMP,136,"...","  Graphic design services ","Thousands of dollars",3498,4060,4844,6989,7358,8348,9325,10079,9375,8935,8632,9664,6707,10858,12721,12092,12069,12492,13712,14605,15223,17185,18008
 "16000","Idaho",7,SAACARTSCOMP,137,"...","  Computer systems design ","Thousands of dollars",1937,1919,2196,2442,2650,2539,2859,3007,3075,3157,3503,3834,4139,4816,5459,5728,4400,4922,5579,5841,7407,10578,11027
 "16000","Idaho",7,SAACARTSCOMP,138,"...","  Photography and photofinishing services ","Thousands of dollars",10251,10925,10613,9971,10894,12459,(D),(D),(D),(D),(D),(D),(D),(D),(D),8196,8309,8592,9857,9248,11799,(D),(D)
 "16000","Idaho",7,SAACARTSCOMP,139,"...","  All other design services ","Thousands of dollars",(D),(D),(D),(D),(D),1386,(D),(D),(D),(D),(D),(D),773,1163,1035,1085,1539,1658,1692,1942,2597,3463,5201
 "16000","Idaho",7,SAACARTSCOMP,140,"...","  Fine arts education ","Thousands of dollars",878,859,471,878,982,955,1111,1241,1979,3018,2645,2248,2272,1832,1133,1210,(D),2247,2573,3021,4486,6891,7357
 "16000","Idaho",7,SAACARTSCOMP,150,"...","  Education services ","Thousands of dollars",3655,5523,6836,7243,6384,7140,6737,5042,4506,5190,6271,7607,7728,7888,7501,7771,7301,7437,7243,8313,9480,8492,6989
 "16000","Idaho",7,SAACARTSCOMP,200,"..."," Supporting arts and cultural production ","Thousands of dollars",701487,719314,738432,774191,764280,766289,726088,764949,726420,738147,739078,765307,794139,790668,817879,827220,901580,939199,990880,975357,1072478,1151222,1161709
 "16000","Idaho",7,SAACARTSCOMP,211,"...","  Rental and leasing ","Thousands of dollars",4905,6158,5608,5994,6194,7718,7915,6467,5987,4162,3137,(D),(D),(D),(D),2540,(D),2855,3060,3467,4486,6760,6041
 "16000","Idaho",7,SAACARTSCOMP,212,"...","  Grantmaking and giving services ","Thousands of dollars",579,643,785,758,833,967,1025,1006,1119,1053,1341,1329,1381,1239,1240,1084,1034,1053,1162,1061,1478,2213,2370
 "16000","Idaho",7,SAACARTSCOMP,213,"...","  Unions ","Thousands of dollars",1194,1012,1126,1184,1196,1361,1276,1464,1461,1421,1397,1537,1048,907,749,664,690,760,721,796,910,1050,1462
 "16000","Idaho",7,SAACARTSCOMP,214,"...","  Government ","Thousands of dollars",428657,452583,462201,461164,428706,407179,318003,325710,342048,359869,360312,371917,378318,385126,408057,427261,466700,495086,515727,523991,549720,599293,609330
 "16000","Idaho",7,SAACARTSCOMP,215,"...","  Other support services ","Thousands of dollars",281,(D),372,438,(D),592,715,687,520,417,542,567,524,(D),(D),622,1675,2019,2198,1521,1856,1949,2058
 "16000","Idaho",7,SAACARTSCOMP,221,"...","  Publishing ","Thousands of dollars",50706,50277,58551,59077,64855,64325,67769,68861,62520,55753,54106,52362,53017,49958,(D),46903,46400,44669,46156,53348,78129,100089,120713
 "16000","Idaho",7,SAACARTSCOMP,222,"...","  Motion pictures ","Thousands of dollars",10616,9762,10172,10760,12544,13197,14442,15030,13864,13552,13623,14355,13138,13146,(D),14623,17104,19974,18846,12748,21602,29728,34077
 "16000","Idaho",7,SAACARTSCOMP,223,"...","  Sound recording ","Thousands of dollars",835,532,431,1051,2766,3123,744,1255,1503,1653,(D),170,178,173,139,(D),160,(D),(D),(D),1164,1800,1858
 "16000","Idaho",7,SAACARTSCOMP,224,"...","  Broadcasting ","Thousands of dollars",59296,64973,70674,87308,88751,93258,100497,103631,104438,103602,105877,104778,105064,108358,105639,108562,104468,107765,109270,83891,93811,88991,90882
 "16000","Idaho",7,SAACARTSCOMP,225,"...","  Other information services ","Thousands of dollars",(D),7930,9764,10564,(D),(D),14961,24005,21792,22393,26332,38231,33296,35047,36629,24459,30130,30513,36353,26296,34278,28791,30607
 "16000","Idaho",7,SAACARTSCOMP,231,"...","  Jewelry and silverware manufacturing ","Thousands of dollars",1313,1268,1729,2022,2522,2661,2189,3117,1378,922,915,(D),(D),1255,1511,1520,1410,1537,1315,1518,2025,2366,3125
 "16000","Idaho",7,SAACARTSCOMP,232,"...","  Printed goods manufacturing ","Thousands of dollars",9869,8141,8824,9084,9202,9494,11451,11335,8350,7340,8486,8200,8427,8276,7808,8191,7974,8401,8718,7823,7901,9258,9563
 "16000","Idaho",7,SAACARTSCOMP,233,"...","  Musical instruments manufacturing ","Thousands of dollars",(D),(D),(D),(D),(D),(D),(D),(D),(D),431,(D),(D),(D),0,0,0,(D),(D),(D),(D),(D),(D),(D)
 "16000","Idaho",7,SAACARTSCOMP,234,"...","  Custom architectural woodwork and metalwork manufacturing ","Thousands of dollars",3328,4889,4272,4616,5430,6109,(D),(D),(D),4568,4929,(D),(D),(D),5679,5939,6485,7305,6972,7834,8885,11611,11876
 "16000","Idaho",7,SAACARTSCOMP,236,"...","  Other goods manufacturing ","Thousands of dollars",1073,938,(D),(D),306,383,885,645,598,691,860,708,(D),646,704,681,821,1079,1158,795,(D),(D),(D)
 "16000","Idaho",7,SAACARTSCOMP,240,"...","  Construction ","Thousands of dollars",45789,33286,23186,30923,22982,13835,44097,60321,17114,20739,21979,24907,18770,24837,33333,30576,60705,64190,76029,72372,57889,45810,12624
 "16000","Idaho",7,SAACARTSCOMP,250,"...","  Wholesale and transportation industries ","Thousands of dollars",19185,19510,20494,23194,26325,29113,32313,29480,41545,42184,43986,46626,75032,(D),55358,(D),72945,73988,81684,93971,103954,102343,109151
 "16000","Idaho",7,SAACARTSCOMP,260,"...","  Retail industries ","Thousands of dollars",56365,57052,59873,65652,79355,98170,99878,103339,96775,97397,90338,91184,95820,95207,92861,92539,80068,77658,81036,83031,103403,118170,114772
 "16000","Idaho",7,SAACARTSCOMP,300,"..."," All other industries 2/","Thousands of dollars",31768,32626,32175,33332,35477,38400,40628,39816,37675,35137,34767,32583,33070,34985,37551,39847,41248,43733,46191,49090,54105,60585,64641
 "17000","Illinois",3,SAACARTSCOMP,1,"...","Total compensation ","Thousands of dollars",295076317,299203506,304670031,318630755,332874846,351252916,368792634,375424370,358788644,362583273,377662546,392147990,400438518,413297509,432250800,438070785,453375237,472820891,485432817,483757182,517729054,554167819,577838490
 "17000","Illinois",3,SAACARTSCOMP,10,"...","Total ACPSA compensation ","Thousands of dollars",13008102,13174616,12828901,12454898,12430818,12498502,12900040,13218932,12379029,12171643,12806294,13617303,13754427,14089067,14510808,14816710,15912908,16363626,16796622,16403503,18197667,19784578,19925651
 "17000","Illinois",3,SAACARTSCOMP,100,"..."," Core arts and cultural production ","Thousands of dollars",2442249,2463121,2373296,2407858,2533971,2706830,2904617,2982944,2704371,2577950,2747578,3151023,3191898,3513045,3561480,(D),(D),(D),(D),(D),(D),(D),(D)
 "17000","Illinois",3,SAACARTSCOMP,111,"...","  Performing arts companies ","Thousands of dollars",182532,160434,159393,195165,210433,202000,186861,204531,203920,207154,220433,221030,224169,237912,232906,273809,277053,270879,273038,232260,173579,223106,269933
