State,v001_rawvalue_norm,v127_rawvalue_norm,v128_rawvalue_norm,v129_rawvalue_norm,v135_rawvalue_norm,v015_rawvalue_norm,v039_rawvalue_norm,v125_rawvalue_norm,v124_rawvalue_norm,v134_rawvalue_norm,v139_rawvalue_norm,v083_rawvalue_norm,v133_rawvalue_norm,v148_rawvalue_norm,v155_rawvalue_norm,v161_rawvalue_norm,v156_rawvalue_norm,v166_rawvalue_norm,v179_rawvalue_norm,v182_rawvalue_norm,v181_rawvalue_norm,hate_crime_count,hate_crime_norm,target_index,Percentile_Class
NV,0.6347130593864675,0.5902556735841847,0.6638642661452412,0.6886245560988032,0.607206341222711,0.7149043009412988,0.7141198103527284,0.5735122206853334,0.42710068896225456,0.5961268219906652,0.4744779500314561,0.6732873888393152,0.48531609324862157,0.35008155028558174,0.23925866574833865,0.35431793581150045,0.787467589918592,0.7101895834445535,0.5628638933180713,0.3568409570200145,0.33008581001715476,,,0.5243006889569495,2
NY,0.9409863786367629,0.9181996909396297,0.8618238893470117,0.8480692120658296,1.0,0.866534265984459,0.9794445292884126,0.501508703931924,0.4735168808481703,0.9100497269757128,0.5924807571374017,0.9001575057222729,0.8450328347404276,0.9516516795958516,0.7007598337402375,0.9101868229742159,0.3998315205599263,0.6744991306185277,0.6038229136993805,0.7270229026605246,0.6062774103388947,,,0.7369025722638898,5
OH,0.4637120532925296,0.45948904511849836,0.500558204493154,0.3374958208726342,0.5113395355175214,0.7176355470543027,0.7499373978815573,0.1416699282463876,0.7253200187416677,0.47586387432970656,0.39077225306828056,0.5575130966000608,0.6275589690244483,0.5243634948375134,0.7715616093522855,0.6108284414841565,0.9129508720624046,0.6221658295672803,0.42804071303130864,0.9957730131047118,0.8230262807306304,,,0.5612534544732292,3
OK,0.2624765432079866,0.20271661526925,0.34429514672677103,0.33230755018864366,0.34165322446383933,0.647419943443848,0.34090276759828464,0.4016023913142602,0.23652535460828472,0.6708343986635845,0.311282005278273,0.37574026167545793,0.3938425854970179,0.2662702248308155,0.627304057685058,0.3345189940726665,0.9616477039348355,0.4455843634451614,0.26408875945439436,0.04278194312818706,0.5262249676681945,,,0.3786372637343097,1
OR,0.8557920446792512,0.8309327404197332,0.8243389041192571,0.8339283953108388,0.6307448136972209,0.911867781905229,0.7290719233270838,0.5604574385298894,0.31047244019511216,0.5988472835205119,0.5233392842720993,0.6845428687906107,0.5549739265919614,0.5344972738001476,0.4874945066026853,0.40710984585027815,0.8408841291551329,0.8649339376367411,0.6843423037263087,0.422871042673282,0.5745083420026447,,,0.6211796012184555,4
PA,0.6364853053371315,0.6466775071686126,0.6611839420839832,0.5268122585485562,0.513323804771656,0.7437358533334802,0.7665962266437769,0.23021299564970316,0.2818709540692144,0.6624003351434722,0.6082097783722674,0.7226539552482216,0.8095832229435956,0.5556630186115439,0.8822169163988446,0.6269421267016501,0.8333583016496412,0.588489248104062,0.3268861383196251,1.0,0.34778677732497215,,,0.5895949393829097,3
RI,0.8749754618486588,0.8500912649874647,0.8206991658569911,0.6353356304517906,0.6143629059487965,0.9282561010862945,0.9429002317222408,0.6755845929351193,0.45509235389117947,0.2276295742353427,0.627079512577211,0.6881294024201452,0.8507015540547115,0.9565733628046933,0.6467589727483979,0.8068721486477509,0.7094980234863798,0.7608631390789935,0.5338388936084124,0.6665306113033866,0.6159520515078301,,,0.6767147706909905,5
SC,0.35850841128087807,0.3852081271686927,0.43900425179527963,0.39272192433757147,0.47454430278988463,0.5821927885267619,0.2679808544754725,0.3344936372135462,0.7726230135825826,0.40470602262457883,0.5054423083768148,0.35940825627081363,0.5276626347879186,0.2684231780392271,0.66628311524462,0.5534112330521693,0.9822370177423418,0.40627028372505114,0.12819817668594172,0.5277154930588928,0.2861975552309812,,,0.4374196630004555,1
SD,0.6260474470496548,0.7044810254527928,0.28283797648093584,0.4619935755112907,0.5523304978304898,0.8554480647020871,0.44226435549900495,0.7523210309625304,0.6296924514439781,0.3871464407740179,0.6773040147253476,0.30003816847886944,0.278623589729867,0.5563568364177219,0.6811258356695185,0.30817143528051066,0.9585992328236476,0.548891603361042,0.27745383456496014,0.3323121735425122,0.7641960574212432,,,0.5171652567146374,2
TN,0.2637147544806702,0.2413488052982597,0.4103513141784861,0.34780269984513357,0.3887078141405148,0.6137984056607774,0.44417402372615916,0.2969885398002255,0.877283468646212,0.7610710534254479,0.4042771112096403,0.41043654159935355,0.544966991464801,0.277841708107027,0.7364734703798429,0.5132222203654814,0.9432998099483635,0.4440061952539609,0.19291939226282584,0.7478613307579185,0.2488507302691103,,,0.4595180173100095,1
TX,0.7174030451009644,0.6730106268101476,0.6416224415102738,0.6490011826783424,0.866229671997785,0.7496793365669198,0.5830572585186377,0.45499254702581865,0.3917013443042984,0.6860404648526548,0.3114903723943218,0.3834789032450923,0.34370251238312083,0.5624568552701186,0.5588837357710698,0.6715149383025693,0.8622643912875841,0.6715456482139028,0.41264204144740063,0.0,0.23420135946774467,,,0.519314485324944,2
UT,0.882442094940837,0.9184768368920321,0.7000183920282187,0.7589223073815868,0.739453193916689,0.9565792113336798,0.84022834380762,0.6451542423062163,0.3818703292379617,0.9299495492627077,0.5832113545819549,0.6335741107927985,0.47999105491702937,0.554059470279714,0.6720315614589116,0.2828212551239264,0.8571860127937323,0.9655143247472868,0.5177252465751563,0.422277763910218,0.7696191536253648,,,0.6586866277233473,4
VA,0.7849122999744433,0.7775396072874169,0.6553737881283006,0.5720237108222792,0.8092582086326268,0.7929004913102247,0.7716479126955893,0.45300884755475185,0.8140093145809169,0.580824703262983,0.7543028785555499,0.7533463329862805,0.6351925957231026,0.5719445824756388,0.7580610315956201,0.6668471960940665,0.8452868815612761,0.7275898681684648,0.41283270410461864,0.9845928437176849,0.46867252220932293,,,0.6631894691564163,4
VT,0.8623556299427547,0.880947911407736,0.8795124484320919,0.936087403496915,0.5054195446691224,0.969128662436889,0.7650064082219873,0.7164959067625628,0.49379407095764305,0.426092908710809,0.6423891002582324,0.8393186778420936,0.8889189771072334,0.5923324993338407,0.7382192717407141,0.45931610943099116,0.9799331543993118,0.5276985245932215,0.16926126554567456,0.5602718285436106,0.7646436190221119,,,0.6635065419479793,5
WA,0.9266534786668725,0.9096655731998752,0.8447482254342507,0.8877330538283643,0.7460578029347861,0.8964899695305273,0.8674771723217355,0.5624906904743101,0.5658482620514763,0.4520632528666518,0.6147195547334063,0.6677964155415977,0.5840250245267676,0.6499347609023345,0.625126467665018,0.5564959196175759,0.8115850173367742,1.0,0.5343179484853154,0.4436325436621624,0.5703732619202685,,,0.6689651998045487,5
WI,0.8170019866164268,0.8248271643240773,0.6746511425240376,0.5852551194973185,0.5598695953551379,0.843484360188521,0.7519576432000451,0.4298794199829525,0.6056540039241785,0.37700632634216463,0.7514614943175695,0.6961651967169509,0.8500692246303584,0.6423110247881295,0.8960684016945496,0.6043689358744059,0.7647969246686911,0.6415440420460123,0.5233482170054969,0.8139848343781223,0.8214637962975,,,0.657962220653302,4
WV,0.03201448487932373,0.053579353682479874,0.42975428173578545,0.38379851078009364,0.004572176757839527,0.7568524625440861,0.40465886538247475,0.3751247899508646,0.5346581574486734,0.6441151344889705,0.4315276064799043,0.5345318543870294,0.5783927805497291,0.3084154846043766,0.4096085980856737,0.3655396180552735,0.9802725558666441,0.22648546287273813,0.06239008087198623,0.9718410526701504,0.18880106508665023,,,0.39440610805367043,1
WY,0.5903862822018808,0.6410960904080846,0.5610330405221636,0.6424612225324794,0.36289902980093486,0.8555642194266255,0.31501351339271827,0.8833599157804112,0.443616148353894,0.4533424867003667,0.5762222054017064,0.4327096994791104,0.7095605226211744,0.14312088191160935,0.4299416620642361,0.004942733587489016,0.9651238268881305,0.6881980815760687,0.37937460178523974,0.6511285696713545,1.0,,,0.5331406697320763,2
