State,v001_rawvalue_norm,v127_rawvalue_norm,v128_rawvalue_norm,v129_rawvalue_norm,v135_rawvalue_norm,v161_rawvalue_norm,v015_rawvalue_norm,v039_rawvalue_norm,v148_rawvalue_norm,v125_rawvalue_norm,v124_rawvalue_norm,v156_rawvalue_norm,v134_rawvalue_norm,v139_rawvalue_norm,v083_rawvalue_norm,v133_rawvalue_norm,v155_rawvalue_norm,v166_rawvalue_norm,v179_rawvalue_norm,v182_rawvalue_norm,v181_rawvalue_norm,hate_crime_count,hate_crime_norm,target_index,Percentile_Class
SD,0.6169417430580175,0.6934318511638828,0.2546798727585763,0.43341103854842106,0.6064978638643027,0.30817143528051066,0.8360050126339081,0.4330359821274268,0.5459164211342048,0.8234916187493989,0.6837666491517543,0.9585992328236476,0.3672220559617334,0.6762858703410478,0.3537989900624455,0.2645641157415619,0.6824643417859431,0.548891603361042,0.27745383456496014,0.3323121735425122,0.7641960574212432,,,0.5209608074580245,2
TN,0.25174865910848493,0.23624466512902467,0.35233393591971823,0.35694118831362776,0.4100291756458539,0.5132222203654814,0.6060074230905773,0.45175089660562334,0.27496232416611627,0.3852203346879932,0.8868602956157999,0.9432998099483635,0.7926984947958292,0.4150113696489428,0.38337186930275086,0.4872894882429053,0.7293674044567205,0.4440061952539609,0.19291939226282584,0.7478613307579185,0.2488507302691103,,,0.4595453274358013,1
TX,0.7339505684101318,0.678693868457683,0.620791616147866,0.6453269946816763,0.9133120621297052,0.6715149383025693,0.7558747652228374,0.5901836681815826,0.5613768887736453,0.3126334122857703,0.36336830809937526,0.8622643912875841,0.737934180896007,0.28497040012345815,0.40857157707527064,0.2863623417487902,0.55792803208336,0.6715456482139028,0.41264204144740063,0.0,0.23420135946774467,,,0.5137930483198346,2
UT,0.915691160822782,0.9454265966755618,0.6777428515519696,0.7139721406870775,0.8218572271410004,0.2828212551239264,0.9515401983881345,0.8515784204154756,0.5679976284605639,0.6446786605818329,0.46465535787528717,0.8571860127937323,0.8715741736482973,0.6122021204638143,0.6296642626880505,0.46080021912498675,0.6786910210882846,0.9655143247472868,0.5177252465751563,0.422277763910218,0.7696191536253648,,,0.664691627108582,4
VA,0.7850664337266053,0.7821369062073332,0.642121594289943,0.603957366897259,0.8143006650903021,0.6668471960940665,0.7933143785524631,0.7674557489183336,0.5737447296258571,0.4979748723130139,0.8714447569673341,0.8452868815612761,0.573165016750289,0.7610783411639664,0.7470000549635231,0.6044529525869922,0.7538575741651528,0.7275898681684648,0.41283270410461864,0.9845928437176849,0.46867252220932293,,,0.6671315185488093,5
VT,0.8406739660871407,0.8810541704700802,0.8753506568234353,0.9200816377303106,0.5251547975461831,0.45931610943099116,0.9639139352380502,0.7828798651556146,0.6024340854731306,0.7247363826167126,0.5767683751935961,0.9799331543993118,0.4236865592671486,0.6444767702788892,0.8572226551355939,0.8975966190841936,0.7402833215925634,0.5276985245932215,0.16926126554567456,0.5602718285436106,0.7646436190221119,,,0.6689744681467077,5
WA,0.9355967903579293,0.9197408358032358,0.8277221627029355,0.9013898010193202,0.7860082648629123,0.5564959196175759,0.8938363163582745,0.859638825679784,0.6547098051506867,0.4742791488157143,0.4648929403575064,0.8115850173367742,0.4876858457483755,0.6525361352423978,0.6781929274299793,0.5783272348155001,0.6260287924996323,1.0,0.5343179484853154,0.4436325436621624,0.5703732619202685,,,0.6662268417211946,4
WI,0.8129129038020487,0.8271071642374433,0.630677578155472,0.5515925378356873,0.5576521776516691,0.6043689358744059,0.8337595191790798,0.7565135851885277,0.6423297773370014,0.4448399407518373,0.544286567253987,0.7647969246686911,0.38298483820255474,0.788112427939233,0.7016577620814141,0.846621897388259,0.8854718281360844,0.6415440420460123,0.5233482170054969,0.8139848343781223,0.8214637962975,,,0.6534557843368423,4
WV,0.005230442441729728,0.030924575082593758,0.4308146909876059,0.32721083628918896,0.0,0.3655396180552735,0.7623383742211303,0.44687749456916276,0.31284602723260574,0.4694000543086596,0.44657947954014987,0.9802725558666441,0.7247169133809849,0.39491625660774266,0.5111541051452105,0.5125056017305637,0.3976570493688702,0.22648546287273813,0.06239008087198623,0.9718410526701504,0.18880106508665023,,,0.3894773516513474,1
WY,0.6143582144433402,0.6501942617548839,0.5351617010943914,0.6590574715567183,0.4628480550733432,0.004942733587489016,0.8576370147144483,0.36301063331409483,0.134501102207987,0.9648969405950479,0.4578487392508672,0.9651238268881305,0.4818422832893859,0.5188729217249689,0.4311145732179149,0.6735753937540551,0.42934048733475527,0.6881980815760687,0.37937460178523974,0.6511285696713545,1.0,,,0.5419558003106584,2
